"","","","LG_Char","0.51"
"","","","GBD Version","4.01.2591","","","","","Temp","Limits Method"
"","","","Date","06-Feb-22 11:52:48 PM (PST)","","","","","32","Guaranteed By Design"
"","","","Die Type","VK78A-0B","","","","","",""
"","","","Product","Wafer Sort","","","","","",""
"","","","Lot Number","","","","","","",""
"","","","Wafer Number","","","","","","",""
"","","","Engineer","","","","","","",""
"","","","Approved By","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","TestType","","","Mean","Median","StDev","Min","Max","","NoScale","PD","SD","OD","SU","OU","NSigDown","NSigUp","GBDMinck","GBDMaxck","GBDMin","GBDMax","TesterLow","TesterHigh","LimitOverrideLow","LimitOverrideHigh","ECMinInput","ECMaxInput","GBCalcType","GBCalcTester","GBCalcComp","GBCalcGage1","GBCalcGage2","GBCalcCorrTar","GBCalcCorrDeltaMin","GBCalcCorrDeltaMax","GBCalcIns","GBCalcSupplyMean","GBCorrReq","GBCalcBlank","GBTestType","LimitsMethod","GBTempReq","GBTempMeansTested","GBTempMeanMin","GBTempMeanMax","GBTempDriftNeg","GBTempDriftPos","GBTempSigmaDriftMin","GBTempSigmaDriftMax","GBTempSigmaMin","GBTempSigmaMax","GBResCalcGage","GBTempValidDriftNeg","GBTempValidDriftPos","GBTempECShiftMin","GBTempECShiftMax","GBUncertaintyMin","GBUncertaintyMax","GBResDefMin","GBResDefMax","GBResCalcMinTotal","GBResCalcMaxTotal","GBResUserLow","GBResUserHigh","GBResAppLow","GBResAppHigh","CalcEC","ECMinOutput","ECMaxOutput","FTMin","FTMax","FTSPFOnlyMin","FTSPFOnlyMax","FTSPFMin","FTSPFMax","","SigmaP","SigmaD","GBDPassedMethod","","","","","","dB","Group"
"","","","Test #","Test Name","Test Type","Temp","Unit","Mean","Median","Standard Deviation","Min","Max","","Default Scales?","Process Dependent","Scale (Down)","Offset (Down)","Scale (Up)","Offset (Up)","N Sigma (Down)","N Sigma (Up)","GBD No Scale Min","GBD No Scale Max","GBD Min","GBD Max","EC/QA Low Limit (from tester)","EC/QA High Limit (from tester)","EC/QA Low Limit (Override)","EC/QA High Limit (Override)","EC / QA Min (Input)","EC / QA Max (Input)","GB Type","Tester Accuracy","HW Component Accuracy","T2T Gage or Combined Gage Sigma","B2B Gage Sigma","Correlation Target","Correlation Delta Min","Correlation Delta Max","Insertion Repeatability","Supply Mean Shift","Correlation Components Required?","Calculation Blank?","GB Test Type?","Limits Method","Temperature Components Required?","Means of Temperatures tested","Temperature Mean Shift (Min)","Temperature Mean Shift (Max)","NegDrift","PosDrift","Temperature Sigma Drift","Temperature Sigma Drift","Temperature Sigma Shift (Min)","Temperature Sigma Shift (Max)","Calculated Gage Components","Valid NegDrift","Valid PosDrift","EC Shift (Min)","EC Shift (Max)","Uncertainty GB (Min)","Uncertainty GB (Max)","Default Guardband (Min)","Default Guardband (Max)","Calculated Guardband (Min)","Calculated Guardband (Max)","Override Guardband (Min)","Override Guardband (Max)","Applied Guardband (Min)","Applied Guardband (Max)","Calc EC?","EC / QA Min (Output)","EC / QA Max (Output)","FT Min","FT Max","(For Calc Only) SPF (Min)","(For Calc Only) SPF (Max)","(For Calc Only) FT SPF (Min)","(For Calc Only) FT SPF (Min)","QA
GBD
Flag","Population Sigmas Passed","Drift Sigmas Passed","Passed GBD by Method","QA CPK","FT CPK","FT CP Low","FT CP High","Yield Loss","","","Data Sheet Parameter","Notes","","","Sigma T Max","Sigma TSPF Max","Sigma T","32","","Neg Mean Drift","Pos Mean Drift","Drift Temp","32"
"","","","17200060","Stress_Ibstq_BothOff_18V/","PROD - EC","32","nA","126.5642","127.0238","19.40334","64.60756","201.2904","","","TRUE","1","0","1","0","","","","","10.14420","242.9843","","","-2.001527","255.2841","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","12.86428","12.86428","0.0","0.0","","","12.86428","12.86428","","","","10.86275","242.4198","","","","","Fail","6.625960","","","2.208653","1.987655","","","0.0000002418158857151811%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","17200070","Stress_Ldoin_BothOff_18V/","PROD - EC","32","uA","13.26091E-03","12.74563E-03","18.56588E-03","-70.15055E-03","94.00197E-03","","","TRUE","1","0","1","0","","","","","-98.13441E-03","124.6562E-03","","","-109.0518E-03","135.7492E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","12.24005E-03","12.24005E-03","0.0","0.0","","","12.24005E-03","12.24005E-03","","","","-96.81176E-03","123.5092E-03","","","","","Fail","6.588035","","","2.196011","1.976253","","","0.00000029668347535830763%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1005010","T005.DrySw.AVDD.voltage/","PROD - EC","32","V","1.799038","1.799032","891.5409E-06","1.796927","1.802933","","","TRUE","1","0","1","0","","","","","1.793689","1.804387","","","1.78","1.85","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","3.500002E-03","3.500002E-03","0.0","0.0","","","3.500002E-03","3.500002E-03","","","","1.7835","1.8465","","","","","Fail","21.35459","","","7.118197","5.809601","","","0.000000000000000000000000000000000000000000000000000000000000000002493957495568019%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1005030","T005.DrySw.VCC.voltage/","PROD - EC","32","V","1.798942","1.799012","2.356889E-03","1.786133","1.828409","","","TRUE","1","0","1","0","","","","","1.784801","1.813084","","","1.75","1.9","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","7.499998E-03","7.499998E-03","0.0","0.0","","","7.499998E-03","7.499998E-03","","","","1.7575","1.8925","","","","","Fail","20.76585","","","6.921951","5.861231","","","0.0000000000000000000000000000000000000000000000000000000000000000001642263766357053%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1005050","T005.DrySw.VDDH.voltage/","PROD - EC","32","V","16.99551","16.99546","1.817122E-03","16.98794","17.00009","","","TRUE","1","0","1","0","","","","","16.98461","17.00641","","","16.5","17.5","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","50.0E-03","50.0E-03","0.0","0.0","","","50.0E-03","50.0E-03","","","","16.55","17.45","","","","","Fail","272.6929","","","90.89766","81.72564","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1005070","T005.DrySw.AVDD.current/","PROD - EC","32","mA","9.641894","9.657693","154.4462E-03","5.849722","9.96103","","","TRUE","1","0","1","0","","","","","8.715217","10.56857","","","4.999999","13.76565","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","438.2828E-03","438.2828E-03","0.0","0.0","","","438.2828E-03","438.2828E-03","","","","5.438282","13.32737","","","","","Fail","26.70029","","","8.900099","7.954176","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020263417574074254%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1005110","T005.DrySw.VDDH.current/","PROD - EC","32","mA","7.000143","7.004017","339.1019E-03","2.162282","12.88990","","","TRUE","1","0","1","0","","","","","4.965531","9.034755","","","2.000000","51.80000","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","2.490000","2.490000","0.0","0.0","","","2.490000","2.490000","","","","4.490000","49.31000","","","","","Fail","14.74524","","","4.915082","2.467441","","","0.000000000006691039066639782%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006110","T006.BVDSS_LS_100ms/","PROD - EC","32","V","21.46733","21.46577","65.76327E-03","21.33180","22.39946","","","TRUE","1","0","1","0","","","","","21.07275","21.86191","","","19.0","28.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","450.0E-03","450.0E-03","0.0","0.0","","","450.0E-03","450.0E-03","","","","19.45","27.55","","","","","Fail","37.51842","","","12.50614","10.22523","","","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006002668305060466%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006120","T006.BVDSS_LS_500ms/","PROD - EC","32","V","22.40604","22.40939","61.69932E-03","22.24035","22.57777","","","TRUE","1","0","1","0","","","","","22.03584","22.77624","","","19.0","28.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","450.0E-03","450.0E-03","0.0","0.0","","","450.0E-03","450.0E-03","","","","19.45","27.55","","","","","Fail","55.20391","","","18.40130","15.97015","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006130","T006.BVDSS_LS_1s/","PROD - EC","32","V","22.42494","22.42419","77.03294E-03","22.23726","22.64424","","","TRUE","1","0","1","0","","","","","21.96274","22.88713","","","19.0","28.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","450.0E-03","450.0E-03","0.0","0.0","","","450.0E-03","450.0E-03","","","","19.45","27.55","","","","","Fail","44.46073","","","14.82024","12.87302","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006140","T006.BVDSS_LS_1.5s/","PROD - EC","32","V","22.41683","22.41617","77.81509E-03","22.22644","22.63961","","","TRUE","1","0","1","0","","","","","21.94994","22.88372","","","19.0","28.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","450.0E-03","450.0E-03","0.0","0.0","","","450.0E-03","450.0E-03","","","","19.45","27.55","","","","","Fail","43.90962","","","14.63654","12.70889","","","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023148112%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006150","T006.BVDSS_LS_3s/","PROD - EC","32","V","22.39422","22.39278","78.00995E-03","22.20481","22.61796","","","TRUE","1","0","1","0","","","","","21.92616","22.86228","","","21.0","28.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","350.0E-03","350.0E-03","0.0","0.0","","","350.0E-03","350.0E-03","","","","21.35","27.65","","","","","Fail","17.87239","","","5.957466","4.461930","","","0.0000000000000000000000000000000000000036606643285685775%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006310","T006.BVDSS_HS_100ms/","PROD - EC","32","V","20.71546","20.70938","106.7742E-03","20.62938","22.33399","","","TRUE","1","0","1","0","","","","","20.07481","21.35610","","","18.0","26.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","400.0E-03","400.0E-03","0.0","0.0","","","400.0E-03","400.0E-03","","","","18.4","25.6","","","","","Fail","25.43179","","","8.477265","7.228525","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001403594180678728%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006320","T006.BVDSS_HS_500ms/","PROD - EC","32","V","21.84217","21.84268","47.01707E-03","21.74376","22.30617","","","TRUE","1","0","1","0","","","","","21.56007","22.12428","","","18.0","26.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","400.0E-03","400.0E-03","0.0","0.0","","","400.0E-03","400.0E-03","","","","18.4","25.6","","","","","Fail","81.71879","","","27.23959","24.40374","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006330","T006.BVDSS_HS_1s/","PROD - EC","32","V","22.24421","22.24567","39.78002E-03","22.10960","22.37397","","","TRUE","1","0","1","0","","","","","22.00552","22.48289","","","18.0","26.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","400.0E-03","400.0E-03","0.0","0.0","","","400.0E-03","400.0E-03","","","","18.4","25.6","","","","","Fail","94.41395","","","31.47131","28.11955","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006340","T006.BVDSS_HS_1.5s/","PROD - EC","32","V","22.29626","22.29380","73.41593E-03","22.11683","22.50528","","","TRUE","1","0","1","0","","","","","21.85576","22.73675","","","18.0","26.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","400.0E-03","400.0E-03","0.0","0.0","","","400.0E-03","400.0E-03","","","","18.4","25.6","","","","","Fail","50.44871","","","16.81623","15.00010","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006350","T006.BVDSS_HS_3s/","PROD - EC","32","V","22.27995","22.27498","77.22598E-03","22.09130","22.50170","","","TRUE","1","0","1","0","","","","","21.81659","22.74330","","","21.0","26.0","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","250.0E-03","250.0E-03","0.0","0.0","","","250.0E-03","250.0E-03","","","","21.25","25.75","","","","","Fail","16.57410","","","5.524700","4.445616","","","0.000000000000000000000000000000000000007065425835929202%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006510","T006.I_LX_BVDSS_HS/","PROD - EC","32","mA","-7.974311","-7.97341","10.38626E-03","-8.004264","-7.920478","","","TRUE","1","0","1","0","","","","","-8.036628","-7.911993","","","-8.940000","-7.03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","95.50000E-03","95.50000E-03","0.0","0.0","","","95.50000E-03","95.50000E-03","","","","-8.844500","-7.1255","","","","","Fail","90.91916","","","30.30638","27.24144","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1006530","T006.I_LX_BVDSS_LS/","PROD - EC","32","mA","37.98222","37.98210","6.691874E-03","37.92861","38.05742","","","TRUE","1","0","1","0","","","","","37.94207","38.02238","","","37.00000","39.00000","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","100.0000E-03","100.0000E-03","0.0","0.0","","","100.0000E-03","100.0000E-03","","","","37.10000","38.90000","","","","","Fail","146.7793","","","48.92643","43.94527","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007010","Post_OVST_VXVerify_BothOff_16V/","PROD - EC","32","mV","-223.6197","-223.6866","2.630752","-236.8156","-215.3554","","","TRUE","1","0","1","0","","","","","-239.4042","-207.8352","","","-317.9618","-129.2934","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","9.433419","9.433419","0.0","0.0","","","9.433419","9.433419","","","","-308.5283","-138.7268","","","","","Fail","35.85525","","","11.95175","10.75647","","","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007735557107038552%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007030","Post_OVST_Ipgm1q_BothOff_16V/","PROD - EC","32","uA","-8.204588","-8.210827","135.9296E-03","-8.552366","-7.791613","","","TRUE","2","0","0.5","0","","","","","-18.04033","-3.694505","","","-18.75658","-2.976844","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","788.9869E-03","788.9869E-03","0.0","0.0","","","788.9869E-03","788.9869E-03","","","","-17.96759","-3.765831","","","","","Pass","8.634638","","","2.199709","1.979719","","","0.0000002854632610661809%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007035","Post_OVST_Iddq_BothOff_16V/","PROD - EC","32","mA","1.874309","1.873651","15.17746E-03","1.787594","1.932826","","","TRUE","0.8","0","1.2","0","","","","","1.426595","2.358449","","","1.377199","2.408299","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","51.55495E-03","51.55495E-03","0.0","0.0","","","51.55495E-03","51.55495E-03","","","","1.428754","2.356744","","","","","Pass","8.737051","","","2.212032","1.990732","","","0.0000002299580518158949%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007040","Post_OVST_Iccq_Nom_BothOff_16V/","PROD - EC","32","nA","89.93468","87.65244","14.98163","57.38827","202.3974","","","TRUE","0.5","0","4.2","0","","","","","22.44383E-03","755.2628","","","-37.79450","793.0233","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","41.54089","41.54089","0.0","0.0","","","41.54089","41.54089","","","","3.746390","751.4824","","","","","Pass","6.600108","","","2.199992","1.979978","","","0.0000002843593244118832%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007041","Post_OVST_Iccq_1.7V_BothOff_16V/","PROD - EC","32","nA","69.77298","70.14122","22.43576","4.7801","180.0859","","","TRUE","0.5","0","4.2","0","","","","","-32.42081","858.4278","","","-76.58675","900.9600","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","48.87734","48.87734","0.0","0.0","","","48.87734","48.87734","","","","-27.70941","852.0827","","","","","Fail","6.451364","","","2.190973","1.971509","","","0.00000031196666753709834%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007042","Post_OVST_Iccq_1.9V_BothOff_16V/","PROD - EC","32","nA","120.6728","117.8942","21.92041","65.32803","251.8015","","","TRUE","0.5","0","4.2","0","","","","","-5.424817","1.059220E+03","","","-58.37987","1.110811E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","58.45958","58.45958","0.0","0.0","","","58.45958","58.45958","","","","79.71186E-03","1.052352E+03","","","","","Fail","6.560372","","","2.193833","1.974194","","","0.00000030276020660550187%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007045","Post_OVST_Iddhq_BothOff_16V/","PROD - EC","32","uA","8.324353","8.331018","135.3147E-03","7.916424","8.69202","","","TRUE","0.5","0","4.2","0","","","","","3.756232","38.37221","","","2.025390","40.09842","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.903651","1.903651","0.0","0.0","","","1.903651","1.903651","","","","3.929042","38.19477","","","","","Pass","9.037378","","","2.199469","1.979495","","","0.000000286261600501513%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007050","Post_OVST_Iddhq_rst_BothOff_16V/","PROD - EC","32","uA","119.7647E-03","119.6822E-03","16.16207E-03","68.76689E-03","506.2329E-03","","","TRUE","0.5","0","4.2","0","","","","","11.39616E-03","910.2962E-03","","","-31.21592E-03","940.4213E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","48.58186E-03","48.58186E-03","0.0","0.0","","","48.58186E-03","48.58186E-03","","","","17.36593E-03","891.8395E-03","","","","","Pass","6.443795","","","2.134053","1.917869","","","0.0000005974620401672597%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007060","Post_OVST_Ibstq_BothOff_16V/","PROD - EC","32","nA","119.6046","120.6006","19.06998","55.32266","192.0619","","","TRUE","0.5","0","4.2","0","","","","","2.592378","982.9031","","","-46.41969","1.032203E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","53.93117","53.93117","0.0","0.0","","","53.93117","53.93117","","","","7.511480","978.2725","","","","","Pass","6.615535","","","2.199985","1.979928","","","0.00000028235336952119587%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007070","Post_OVST_Ldoin_BothOff_16V/","PROD - EC","32","uA","13.67856E-03","12.74563E-03","18.60561E-03","-51.01858E-03","108.3412E-03","","","TRUE","4.2","0","4.2","0","","","","","-411.4114E-03","526.3113E-03","","","-458.8816E-03","573.7823E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","51.63319E-03","51.63319E-03","0.0","0.0","","","51.63319E-03","51.63319E-03","","","","-407.2484E-03","522.1491E-03","","","","","Pass","6.607474","","","2.202491","1.982242","","","0.0000002735503188910323%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007080","Post_OVST_VXLeakage0V_BothOff_16V/","PROD - EC","32","nA","-82.28832","-97.39371","248.7961","-754.8486","594.1504","","","TRUE","4.2","0","4.2","0","","","","","-6.615273E+03","5.924051E+03","","","-7.291677E+03","6.598776E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","694.5226","694.5226","0.0","0.0","","","694.5226","694.5226","","","","-6.597154E+03","5.904253E+03","","","","","Pass","6.645704","","","2.215234","1.993684","","","0.00000022061084499393192%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007090","Post_OVST_VXLeakageVddh_BothOff_16V/","PROD - EC","32","uA","187.2462E-03","184.6505E-03","507.5600E-03","-967.2096E-03","1.566017","","","TRUE","0.5","0","4.2","0","","","","","-1.429057","13.57694","","","-2.182993","14.35099","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","826.6993E-03","826.6993E-03","0.0","0.0","","","826.6993E-03","826.6993E-03","","","","-1.356294","13.52429","","","","","Fail","6.363103","","","2.200969","1.980604","","","0.00000026869789832464747%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007110","Post_OVST_VXVerify_LSon_16V/","PROD - EC","32","mV","2.018998","1.923067","692.0466E-03","-607.9417E-03","4.171252","","","TRUE","4.2","0","4.2","0","","","","","-8.959782","25.91936","","","-25.00000","25.00000","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","2.5","2.5","0.0","0.0","","","2.5","2.5","","","","-22.50000","22.50000","","","","","Fail","5.683696","","","1.894565","1.607861","","","0.00007050069565917028%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007130","Post_OVST_Ipgm1q_LSon_16V/","PROD - EC","32","uA","-8.204538","-8.209287","135.8242E-03","-8.549179","-7.788426","","","TRUE","1.2","0","0.8","0","","","","","-10.82338","-5.911674","","","-11.06791","-5.665812","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","270.1053E-03","270.1053E-03","0.0","0.0","","","270.1053E-03","270.1053E-03","","","","-10.79781","-5.935917","","","","","Pass","7.500337","","","2.199147","1.979179","","","0.0000002865117054810383%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007135","Post_OVST_Iddq_LSon_16V/","PROD - EC","32","mA","1.874319","1.873663","15.18872E-03","1.788401","1.932826","","","TRUE","0.8","0","1.2","0","","","","","1.42655","2.358542","","","1.377266","2.408251","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","51.54923E-03","51.54923E-03","0.0","0.0","","","51.54923E-03","51.54923E-03","","","","1.428815","2.356702","","","","","Pass","8.727270","","","2.211518","1.990275","","","0.0000002321587307654878%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007140","Post_OVST_Iccq_Nom_LSon_16V/","PROD - EC","32","uA","80.80120E-03","79.65824E-03","13.15415E-03","51.05180E-03","384.0770E-03","","","TRUE","0.5","0","4.2","0","","","","","938.1419E-06","670.8496E-03","","","-28.32438E-03","677.9723E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","35.31483E-03","35.31483E-03","0.0","0.0","","","35.31483E-03","35.31483E-03","","","","6.990450E-03","642.6575E-03","","","","","Pass","6.128922","","","2.042528","1.831666","","","0.000002144820633694537%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007141","Post_OVST_Iccq_1.7V_LSon_16V/","PROD - EC","32","uA","36.77124E-03","38.25885E-03","18.73187E-03","-15.93366E-03","282.0815E-03","","","TRUE","0.5","0","4.2","0","","","","","-37.81001E-03","626.4825E-03","","","-68.77520E-03","646.1924E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","35.74838E-03","35.74838E-03","0.0","0.0","","","35.74838E-03","35.74838E-03","","","","-33.02682E-03","610.4440E-03","","","","","Fail","6.250526","","","2.118681","1.903425","","","0.0000007313281347440225%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007142","Post_OVST_Iccq_1.9V_LSon_16V/","PROD - EC","32","uA","1.213097","1.139257","209.8938E-03","845.5455E-03","1.933134","","","TRUE","0.5","0","4.2","0","","","","","-23.13295E-03","10.38433","","","-541.2187E-03","10.88881","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","571.5017E-03","571.5017E-03","0.0","0.0","","","571.5017E-03","571.5017E-03","","","","30.28300E-03","10.31731","","","","","Fail","6.572266","","","2.193893","1.974242","","","0.00000030222238885322814%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007145","Post_OVST_Iddhq_LSon_16V/","PROD - EC","32","uA","8.301224","8.307561","135.0757E-03","7.887473","8.666568","","","TRUE","0.5","0","4.2","0","","","","","3.745384","38.26905","","","2.010698","40.04588","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.901759","1.901759","0.0","0.0","","","1.901759","1.901759","","","","3.912458","38.14412","","","","","Pass","9.131990","","","2.200985","1.980642","","","0.00000026963222344669985%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007150","Post_OVST_Iddhq_rst_LSon_16V/","PROD - EC","32","nA","96.68585","96.12540","15.71369","51.97671","476.0049","","","TRUE","0.5","0","4.2","0","","","","","1.201849","802.0656","","","-86.33114","1.131881E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","60.91062","60.91062","0.0","0.0","","","60.91062","60.91062","","","","-25.42051","1.070970E+03","","","","","Pass","10.99739","","","2.437192","2.132968","","","0.00000000782477092193415%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007160","Post_OVST_Ibstq_LSon_16V/","PROD - EC","32","nA","99.16508","100.0138","20.56622","31.72655","177.0246","","","TRUE","0.5","0","4.2","0","","","","","-12.11613","934.7622","","","-59.46851","982.5972","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","52.10329","52.10329","0.0","0.0","","","52.10329","52.10329","","","","-7.365224","930.4940","","","","","Fail","6.553786","","","2.200035","1.979930","","","0.00000028015774442292224%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007170","Post_OVST_Ldoin_LSon_16V/","PROD - EC","32","uA","13.60465E-03","12.74575E-03","19.13057E-03","-66.96189E-03","127.4603E-03","","","TRUE","4.2","0","4.2","0","","","","","-424.9508E-03","539.2299E-03","","","-473.4376E-03","587.2638E-03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","53.03507E-03","53.03507E-03","0.0","0.0","","","53.03507E-03","53.03507E-03","","","","-420.4026E-03","534.2287E-03","","","","","Pass","6.597819","","","2.199273","1.979251","","","0.0000002840658360880851%","",""," "," "," "," ","32"," "," "," "," ","32",,,
"","","","1007210","Post_OVST_VXVerify_HSon_16V/","PROD - EC","32","V","15.99666","15.99674","1.000454E-03","15.99310","15.99856","","","TRUE","1","0","1","0","","","","","15.99066","16.00266","","","15.89999","16.10000","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","10.00003E-03","10.00003E-03","0.0","0.0","","","10.00003E-03","10.00003E-03","","","","15.90999","16.09000","","","","","Fail","96.62108","","","32.20702","28.87519","","","0%","",""," "," "," "," ","32"," "," "," "," ","32",,,
