"","","","LG_Char","0.51"
"","","","GBD Version","4.01.2591","","","","","Temp","Limits Method"
"","","","Date","29-Apr-22 6:09:17 AM (PST)","","","","","-40","Guaranteed By Design"
"","","","Die Type","VK78A-0B","","","","","0","Guaranteed By Design"
"","","","Product","MAX20810","","","","","32","Guaranteed By Design"
"","","","Lot Number","","","","","","85","Guaranteed By Design"
"","","","Wafer Number","","","","","","125","Guaranteed By Design"
"","","","Engineer","","","","","","",""
"","","","Approved By","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","TestType","","","Mean","Median","StDev","Min","Max","","NoScale","PD","SD","OD","SU","OU","NSigDown","NSigUp","GBDMinck","GBDMaxck","GBDMin","GBDMax","TesterLow","TesterHigh","LimitOverrideLow","LimitOverrideHigh","ECMinInput","ECMaxInput","GBCalcType","GBCalcTester","GBCalcComp","GBCalcGage1","GBCalcGage2","GBCalcCorrTar","GBCalcCorrDeltaMin","GBCalcCorrDeltaMax","GBCalcIns","GBCalcSupplyMean","GBCorrReq","GBCalcBlank","GBTestType","LimitsMethod","GBTempReq","GBTempMeansTested","GBTempMeanMin","GBTempMeanMax","GBTempDriftNeg","GBTempDriftPos","GBTempSigmaDriftMin","GBTempSigmaDriftMax","GBTempSigmaMin","GBTempSigmaMax","GBResCalcGage","GBTempValidDriftNeg","GBTempValidDriftPos","GBTempECShiftMin","GBTempECShiftMax","GBUncertaintyMin","GBUncertaintyMax","GBResDefMin","GBResDefMax","GBResCalcMinTotal","GBResCalcMaxTotal","GBResUserLow","GBResUserHigh","GBResAppLow","GBResAppHigh","CalcEC","ECMinOutput","ECMaxOutput","FTMin","FTMax","FTSPFOnlyMin","FTSPFOnlyMax","FTSPFMin","FTSPFMax","","SigmaP","SigmaD","GBDPassedMethod","","","","","","dB","Group"
"","","","Test #","Test Name","Test Type","Temp","Unit","Mean","Median","Standard Deviation","Min","Max","","Default Scales?","Process Dependent","Scale (Down)","Offset (Down)","Scale (Up)","Offset (Up)","N Sigma (Down)","N Sigma (Up)","GBD No Scale Min","GBD No Scale Max","GBD Min","GBD Max","EC/QA Low Limit (from tester)","EC/QA High Limit (from tester)","EC/QA Low Limit (Override)","EC/QA High Limit (Override)","EC / QA Min (Input)","EC / QA Max (Input)","GB Type","Tester Accuracy","HW Component Accuracy","T2T Gage or Combined Gage Sigma","B2B Gage Sigma","Correlation Target","Correlation Delta Min","Correlation Delta Max","Insertion Repeatability","Supply Mean Shift","Correlation Components Required?","Calculation Blank?","GB Test Type?","Limits Method","Temperature Components Required?","Means of Temperatures tested","Temperature Mean Shift (Min)","Temperature Mean Shift (Max)","NegDrift","PosDrift","Temperature Sigma Drift","Temperature Sigma Drift","Temperature Sigma Shift (Min)","Temperature Sigma Shift (Max)","Calculated Gage Components","Valid NegDrift","Valid PosDrift","EC Shift (Min)","EC Shift (Max)","Uncertainty GB (Min)","Uncertainty GB (Max)","Default Guardband (Min)","Default Guardband (Max)","Calculated Guardband (Min)","Calculated Guardband (Max)","Override Guardband (Min)","Override Guardband (Max)","Applied Guardband (Min)","Applied Guardband (Max)","Calc EC?","EC / QA Min (Output)","EC / QA Max (Output)","FT Min","FT Max","(For Calc Only) SPF (Min)","(For Calc Only) SPF (Max)","(For Calc Only) FT SPF (Min)","(For Calc Only) FT SPF (Min)","QA
GBD
Flag","Population Sigmas Passed","Drift Sigmas Passed","Passed GBD by Method","QA CPK","FT CPK","FT CP Low","FT CP High","Yield Loss","","","Data Sheet Parameter","Notes","","","Sigma T Max","Sigma TSPF Max","Sigma T","-40","0","32","85","125","","Neg Mean Drift","Pos Mean Drift","Drift Temp","-40","0","32","85","125"
"","","","250050","Wafer ID/","TEST - Info","0","one","0.0","0.0","0.0","0.0","0.0","","","FALSE","1","0","1","0","","","","","0.0","0.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0",,,,,
"","","","250050","Wafer ID/","TEST - Info","32","one","0.0","0.0","0.0","0.0","0.0","","","FALSE","1","0","1","0","","","","","0.0","0.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","32","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0",,,,,
"","","","250050","Wafer ID/","TEST - Info","85","one","0.0","0.0","0.0","0.0","0.0","","","FALSE","1","0","1","0","","","","","0.0","0.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","85","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0",,,,,
"","","","250050","Wafer ID/","TEST - Info","125","one","0.0","0.0","0.0","0.0","0.0","","","FALSE","1","0","1","0","","","","","0.0","0.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","125","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0",,,,,
"","","","250060","Engineering Program (0=No 1=Yes)/","TEST - Info","-40","one","1.0","1.0","0.0","1.0","1.0","","","FALSE","1","0","1","0","","","","","1.0","1.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," "," "," ","-40"," "," "," "," ","-40",,,,,,,,,,,
"","","","250060","Engineering Program (0=No 1=Yes)/","TEST - Info","0","one","1.0","1.0","0.0","1.0","1.0","","","FALSE","1","0","1","0","","","","","1.0","1.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0",,,,,
"","","","250060","Engineering Program (0=No 1=Yes)/","TEST - Info","32","one","1.0","1.0","0.0","1.0","1.0","","","FALSE","1","0","1","0","","","","","1.0","1.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","32","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0",,,,,
"","","","250060","Engineering Program (0=No 1=Yes)/","TEST - Info","85","one","1.0","1.0","0.0","1.0","1.0","","","FALSE","1","0","1","0","","","","","1.0","1.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","85","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0",,,,,
"","","","250060","Engineering Program (0=No 1=Yes)/","TEST - Info","125","one","1.0","1.0","0.0","1.0","1.0","","","FALSE","1","0","1","0","","","","","1.0","1.0","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","","","","","","","","","",""," "," ","0.0"," ","125","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0",,,,,
"","","","250070","Serial Number/","TEST - Info","-40","one","98.38509","100.0","56.97774","1.0","196.0","","","FALSE","1","0","1","0","","","","","-243.4813","440.2515","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","5.972198e36","","","1.990733e36","1.990733e36","","","0%","",""," "," "," "," ","-40"," "," "," "," ","-40",,,,,,,,,,,
"","","","250070","Serial Number/","TEST - Info","0","one","98.38509","100.0","56.97774","1.0","196.0","","","FALSE","1","0","1","0","","","","","-243.4813","440.2515","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","5.972198e36","","","1.990733e36","1.990733e36","","","0%","",""," "," ","0.0"," ","0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0",,,,,
"","","","250070","Serial Number/","TEST - Info","32","one","98.48795","99.5","56.61167","1.0","196.0","","","FALSE","1","0","1","0","","","","","-241.1820","438.1579","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","6.010816e36","","","2.003605e36","2.003605e36","","","0%","",""," "," ","0.0"," ","32","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0",,,,,
"","","","250070","Serial Number/","TEST - Info","85","one","98.38509","100.0","56.97774","1.0","196.0","","","FALSE","1","0","1","0","","","","","-243.4813","440.2515","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","5.972198e36","","","1.990733e36","1.990733e36","","","0%","",""," "," ","0.0"," ","85","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0",,,,,
"","","","250070","Serial Number/","TEST - Info","125","one","98.38509","100.0","56.97774","1.0","196.0","","","FALSE","1","0","1","0","","","","","-243.4813","440.2515","","","-340.282e36","340.2823e36","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","-340.282e36","340.2823e36","","","","","Exempt","5.972198e36","","","1.990733e36","1.990733e36","","","0%","",""," "," ","0.0"," ","125","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0",,,,,
"","","","1100040","T100.1 VBG post/","TRIM - Post Meas","-40","mV","1.208736E+03","1.208769E+03","293.0594E-03","1.208033E+03","1.209416E+03","","","FALSE","1","0","1","0","","","","","1.206978E+03","1.210495E+03","","","1.2026E+03","1.2146E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","600.0E-03","600.0E-03","0.0","0.0","","","600.0E-03","600.0E-03","","","","1.2032E+03","1.214E+03","","","","","Pass","20.00635","","","6.668785","5.986330","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000006437630469992437%","",""," "," ","0.0"," ","-40","0.0","0.0","0.0","0.0"," "," "," "," ","-40","0.0","0.0","0.0","0.0",,,
"","","","1100040","T100.1 VBG post/","TRIM - Post Meas","0","mV","1.208810E+03","1.208826E+03","205.9082E-03","1.208166E+03","1.209314E+03","","","FALSE","1","0","1","0","","","","","1.207575E+03","1.210046E+03","","","1.2026E+03","1.2146E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","600.0E-03","600.0E-03","0.0","0.0","","","600.0E-03","600.0E-03","","","","1.2032E+03","1.214E+03","","","","","Pass","28.11502","","","9.371675","8.400369","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008438118117651554%","",""," "," ","0.0"," ","0","0.0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0","0.0",,,
"","","","1100040","T100.1 VBG post/","TRIM - Post Meas","32","mV","1.208745E+03","1.208772E+03","219.6472E-03","1.208031E+03","1.209202E+03","","","FALSE","1","0","1","0","","","","","1.207427E+03","1.210063E+03","","","1.20728E+03","1.21022E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","147.0E-03","147.0E-03","0.0","0.0","","","147.0E-03","147.0E-03","","","","1.207427E+03","1.210073E+03","","","","","Pass","6.670742","","","2.223580","2.000495","","","0.00000017241608850105403%","",""," "," ","0.0"," ","32","0.0","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0","0.0",,,
"","","","1100040","T100.1 VBG post/","TRIM - Post Meas","85","mV","1.208455E+03","1.208514E+03","345.9348E-03","1.207445E+03","1.209288E+03","","","FALSE","1","0","1","0","","","","","1.206380E+03","1.210531E+03","","","1.2026E+03","1.2146E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","600.0E-03","600.0E-03","0.0","0.0","","","600.0E-03","600.0E-03","","","","1.2032E+03","1.214E+03","","","","","Pass","16.92745","","","5.642484","5.064341","","","0.000000000000000000000000000000000000000000000000019667529508457401%","",""," "," ","0.0"," ","85","0.0","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0","0.0",,,
"","","","1100040","T100.1 VBG post/","TRIM - Post Meas","125","mV","1.20722E+03","1.20729E+03","461.3156E-03","1.205927E+03","1.208515E+03","","","FALSE","1","0","1","0","","","","","1.204452E+03","1.209987E+03","","","1.2026E+03","1.2146E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","600.0E-03","600.0E-03","0.0","0.0","","","600.0E-03","600.0E-03","","","","1.2032E+03","1.214E+03","","","","","Pass","10.01477","","","3.338257","2.904714","","","0.00000000000000014648299406276877%","",""," "," ","0.0"," ","125","0.0","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0","0.0",,,
"","","","1100140","T100.1 REF_post/","TRIM - Post Meas","-40","mV","1.250150E+03","1.250216E+03","383.5994E-03","1.248828E+03","1.250901E+03","","","FALSE","1","0","1","0","","","","","1.247848E+03","1.252451E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.2","1.2","0.0","0.0","","","1.2","1.2","","","","1.2392E+03","1.2608E+03","","","","","Pass","30.89115","","","10.29705","9.254296","","","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015814290099826905%","",""," "," ","0.0"," ","-40","0.0","0.0","0.0","0.0"," "," "," "," ","-40","0.0","0.0","0.0","0.0",,,
"","","","1100140","T100.1 REF_post/","TRIM - Post Meas","0","mV","1.250097E+03","1.250110E+03","264.0553E-03","1.249354E+03","1.250721E+03","","","FALSE","1","0","1","0","","","","","1.248513E+03","1.251681E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.2","1.2","0.0","0.0","","","1.2","1.2","","","","1.2392E+03","1.2608E+03","","","","","Pass","45.07555","","","15.02518","13.51035","","","0%","",""," "," ","0.0"," ","0","0.0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0","0.0",,,
"","","","1100140","T100.1 REF_post/","TRIM - Post Meas","32","mV","1.249995E+03","1.250000E+03","202.3958E-03","1.249548E+03","1.250453E+03","","","FALSE","1","0","1","0","","","","","1.248781E+03","1.251209E+03","","","1.2485E+03","1.2515E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","150.0E-03","150.0E-03","0.0","0.0","","","150.0E-03","150.0E-03","","","","1.24865E+03","1.25135E+03","","","","","Pass","7.388658","","","2.462886","2.215845","","","0.000000002585979059345519%","",""," "," ","0.0"," ","32","0.0","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0","0.0",,,
"","","","1100140","T100.1 REF_post/","TRIM - Post Meas","85","mV","1.249881E+03","1.249901E+03","268.8133E-03","1.249126E+03","1.250449E+03","","","FALSE","1","0","1","0","","","","","1.248269E+03","1.251494E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.2","1.2","0.0","0.0","","","1.2","1.2","","","","1.2392E+03","1.2608E+03","","","","","Pass","44.20108","","","14.73369","13.24567","","","0%","",""," "," ","0.0"," ","85","0.0","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0","0.0",,,
"","","","1100140","T100.1 REF_post/","TRIM - Post Meas","125","mV","1.249658E+03","1.249667E+03","361.4721E-03","1.248358E+03","1.250413E+03","","","FALSE","1","0","1","0","","","","","1.247489E+03","1.251827E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","1.2","1.2","0.0","0.0","","","1.2","1.2","","","","1.2392E+03","1.2608E+03","","","","","Pass","32.25184","","","10.75061","9.644029","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023576636631118065%","",""," "," ","0.0"," ","125","0.0","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0","0.0",,,
"","","","1100142","T100.1 REF_post_AVDD_1p95V/","CHAR - Only","-40","mV","1.250104E+03","1.250151E+03","376.1858E-03","1.248828E+03","1.250901E+03","","","FALSE","1","0","1","0","","","","","1.247847E+03","1.252361E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","31.62236","","","10.54078","10.54078","","","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019195944651505503%","",""," "," ","0.0"," ","-40","0.0","0.0","0.0","0.0"," "," "," "," ","-40","0.0","0.0","0.0","0.0",,,
"","","","1100142","T100.1 REF_post_AVDD_1p95V/","CHAR - Only","0","mV","1.250028E+03","1.250046E+03","258.9144E-03","1.249329E+03","1.250656E+03","","","FALSE","1","0","1","0","","","","","1.248475E+03","1.251582E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","46.23665","","","15.41221","15.41221","","","0%","",""," "," ","0.0"," ","0","0.0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0","0.0",,,
"","","","1100142","T100.1 REF_post_AVDD_1p95V/","CHAR - Only","32","mV","1.249896E+03","1.249911E+03","202.3419E-03","1.249390E+03","1.250346E+03","","","FALSE","1","0","1","0","","","","","1.248682E+03","1.251110E+03","","","1.2485E+03","1.2515E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.2485E+03","1.2515E+03","","","","","Exempt","6.901679","","","2.30056","2.30056","","","0.0000000002570666613668602%","",""," "," ","0.0"," ","32","0.0","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0","0.0",,,
"","","","1100142","T100.1 REF_post_AVDD_1p95V/","CHAR - Only","85","mV","1.249753E+03","1.249784E+03","269.5338E-03","1.248868E+03","1.250345E+03","","","FALSE","1","0","1","0","","","","","1.248136E+03","1.251370E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","43.60740","","","14.53580","14.53580","","","0%","",""," "," ","0.0"," ","85","0.0","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0","0.0",,,
"","","","1100142","T100.1 REF_post_AVDD_1p95V/","CHAR - Only","125","mV","1.249491E+03","1.249517E+03","373.8372E-03","1.248165E+03","1.250349E+03","","","FALSE","1","0","1","0","","","","","1.247248E+03","1.251734E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","30.73938","","","10.24646","10.24646","","","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008476994217320031%","",""," "," ","0.0"," ","125","0.0","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0","0.0",,,
"","","","1100141","T100.1 REF_post_AVDD_1p71V/","CHAR - Only","-40","mV","1.250195E+03","1.250256E+03","391.0504E-03","1.248892E+03","1.250965E+03","","","FALSE","1","0","1","0","","","","","1.247849E+03","1.252542E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","30.18579","","","10.06193","10.06193","","","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007904822120078123%","",""," "," ","0.0"," ","-40","0.0","0.0","0.0","0.0"," "," "," "," ","-40","0.0","0.0","0.0","0.0",,,
"","","","1100141","T100.1 REF_post_AVDD_1p71V/","CHAR - Only","0","mV","1.250159E+03","1.250174E+03","266.5375E-03","1.249393E+03","1.250786E+03","","","FALSE","1","0","1","0","","","","","1.24856E+03","1.251758E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","44.42436","","","14.80812","14.80812","","","0%","",""," "," ","0.0"," ","0","0.0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0","0.0",,,
"","","","1100141","T100.1 REF_post_AVDD_1p71V/","CHAR - Only","32","mV","1.250056E+03","1.250064E+03","201.3959E-03","1.249559E+03","1.250518E+03","","","FALSE","1","0","1","0","","","","","1.248847E+03","1.251264E+03","","","1.2485E+03","1.2515E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.2485E+03","1.2515E+03","","","","","Exempt","7.168384","","","2.389461","2.389461","","","0.00000000003849517893144331%","",""," "," ","0.0"," ","32","0.0","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0","0.0",,,
"","","","1100141","T100.1 REF_post_AVDD_1p71V/","CHAR - Only","85","mV","1.249974E+03","1.249983E+03","260.7468E-03","1.249255E+03","1.250552E+03","","","FALSE","1","0","1","0","","","","","1.248409E+03","1.251538E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","45.92332","","","15.30777","15.30777","","","0%","",""," "," ","0.0"," ","85","0.0","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0","0.0",,,
"","","","1100141","T100.1 REF_post_AVDD_1p71V/","CHAR - Only","125","mV","1.249775E+03","1.249789E+03","363.2487E-03","1.248487E+03","1.250559E+03","","","FALSE","1","0","1","0","","","","","1.247596E+03","1.251955E+03","","","1.238E+03","1.262E+03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","1.238E+03","1.262E+03","","","","","Exempt","32.41717","","","10.80572","10.80572","","","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007861510301099437%","",""," "," ","0.0"," ","125","0.0","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0","0.0",,,
"","","","1101040","T101 I_0ppm_trim_post/","TRIM - Post Meas","-40","uA","9.877661","9.873846","46.15816E-03","9.77763","9.999645","","","FALSE","1","0","1","0","","","","","9.600712","10.15461","","","9.5","10.5","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","50.0E-03","50.0E-03","0.0","0.0","","","50.0E-03","50.0E-03","","","","9.55","10.45","","","","","Warn","8.181901","","","2.727300","2.366223","","","0.00000000006298156385160488%","",""," "," ","0.0"," ","-40","0.0","0.0","0.0","0.0"," "," "," "," ","-40","0.0","0.0","0.0","0.0",,,
"","","","1101040","T101 I_0ppm_trim_post/","TRIM - Post Meas","0","uA","9.946347","9.945161","18.88677E-03","9.906525","9.992937","","","FALSE","1","0","1","0","","","","","9.833026","10.05966","","","9.5","10.5","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","50.0E-03","50.0E-03","0.0","0.0","","","50.0E-03","50.0E-03","","","","9.55","10.45","","","","","Warn","23.63281","","","7.877604","6.995152","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004453023518148825%","",""," "," ","0.0"," ","0","0.0","0.0","0.0","0.0"," "," "," "," ","0","0.0","0.0","0.0","0.0",,,
"","","","1101040","T101 I_0ppm_trim_post/","TRIM - Post Meas","32","uA","9.999010","9.999218","4.678859E-03","9.985539","10.01243","","","FALSE","1","0","1","0","","","","","9.970937","10.02708","","","9.97","10.03","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","3.0E-03","3.0E-03","0.0","0.0","","","3.0E-03","3.0E-03","","","","9.973","10.027","","","","","Warn","6.200298","","","2.066766","1.853038","","","0.000001465817825762605%","",""," "," ","0.0"," ","32","0.0","0.0","0.0","0.0"," "," "," "," ","32","0.0","0.0","0.0","0.0",,,
"","","","1101040","T101 I_0ppm_trim_post/","TRIM - Post Meas","85","uA","10.07651","10.07604","21.71996E-03","10.02434","10.12829","","","FALSE","1","0","1","0","","","","","9.946191","10.20683","","","9.5","10.5","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","50.0E-03","50.0E-03","0.0","0.0","","","50.0E-03","50.0E-03","","","","9.55","10.45","","","","","Warn","19.49769","","","6.499231","5.731887","","","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041266984337723775%","",""," "," ","0.0"," ","85","0.0","0.0","0.0","0.0"," "," "," "," ","85","0.0","0.0","0.0","0.0",,,
"","","","1101040","T101 I_0ppm_trim_post/","TRIM - Post Meas","125","uA","10.11494","10.11358","35.70830E-03","10.02759","10.19502","","","FALSE","1","0","1","0","","","","","9.900698","10.32919","","","9.5","10.5","","","Both","","","","","","","","","","","","","Guaranteed By Design","","","","","","","","","","","","","","","","","","50.0E-03","50.0E-03","0.0","0.0","","","50.0E-03","50.0E-03","","","","9.55","10.45","","","","","Warn","10.78326","","","3.594420","3.127675","","","0.000000000000000000000000000000000000000000000000000001111125122766296%","",""," "," ","0.0"," ","125","0.0","0.0","0.0","0.0"," "," "," "," ","125","0.0","0.0","0.0","0.0",,,
