Info,Envision,R15.7.2
Info,ProgramName,VK78ABAtp01FTCHAR_SS_eng05
Info,TimeStamp,Tue May 3 14:54:54 2022
Info,Device,MAX20810_VK78A-0B
Info,LotID,LIMIT_VERIFY
Info,SubLotID,
Info,TesterName,ltxcx064
Info,TesterType,Fusion_MX20C
Info,Operator,mtarvina
Info,FabID,
Info,Flow,CHAR_ROOM
Info,AdapterBoard,VK76_SS
,,
,,
Test#,Minimum,Unit,Maximum,Unit,Test Description
1612174,730.898,mV,745.664,mV,VoutLevels.378
1612175,732.832,mV,747.637,mV,VoutLevels.379
1612176,734.766,mV,749.609,mV,VoutLevels.380
1612177,736.699,mV,751.582,mV,VoutLevels.381
1612178,738.633,mV,753.555,mV,VoutLevels.382
1612179,740.566,mV,755.527,mV,VoutLevels.383
1612180,742.500,mV,757.500,mV,VoutLevels.384
1612181,744.434,mV,759.473,mV,VoutLevels.385
1612182,746.367,mV,761.445,mV,VoutLevels.386
1612183,748.301,mV,763.418,mV,VoutLevels.387
1612184,750.234,mV,765.391,mV,VoutLevels.388
1612185,752.168,mV,767.363,mV,VoutLevels.389
1612186,754.102,mV,769.336,mV,VoutLevels.390
1612187,756.035,mV,771.309,mV,VoutLevels.391
1612188,757.969,mV,773.281,mV,VoutLevels.392
1612189,759.902,mV,775.254,mV,VoutLevels.393
1612190,761.836,mV,777.227,mV,VoutLevels.394
1612191,763.770,mV,779.199,mV,VoutLevels.395
1612192,765.703,mV,781.172,mV,VoutLevels.396
1612193,767.637,mV,783.145,mV,VoutLevels.397
1612194,769.570,mV,785.117,mV,VoutLevels.398
1612195,771.504,mV,787.090,mV,VoutLevels.399
1612196,773.438,mV,789.062,mV,VoutLevels.400
1612197,775.371,mV,791.035,mV,VoutLevels.401
1612198,777.305,mV,793.008,mV,VoutLevels.402
1612199,779.238,mV,794.980,mV,VoutLevels.403
1612200,781.172,mV,796.953,mV,VoutLevels.404
1612201,783.105,mV,798.926,mV,VoutLevels.405
1612202,785.039,mV,800.898,mV,VoutLevels.406
1612203,786.973,mV,802.871,mV,VoutLevels.407
1612204,788.906,mV,804.844,mV,VoutLevels.408
1612205,790.840,mV,806.816,mV,VoutLevels.409
1612206,792.773,mV,808.789,mV,VoutLevels.410
1611001,397.988,mV,402.793,mV,VoutLevels_Prod.0xCD
1611002,446.523,mV,451.914,mV,VoutLevels_Prod.0xE6
1611003,497,mV,503,mV,VoutLevels_Prod.0x100
1611004,547.476,mV,554.086,mV,VoutLevels_Prod.0x11A
1611005,596.012,mV,603.207,mV,VoutLevels_Prod.0x133
1611006,595.547,mV,607.578,mV,VoutLevels_Prod.0x134
1611007,643.887,mV,656.895,mV,VoutLevels_Prod.0x14D
1611008,692.227,mV,706.211,mV,VoutLevels_Prod.0x166
1611009,742.500,mV,757.500,mV,VoutLevels_Prod.0x180
1611010,790.840,mV,806.816,mV,VoutLevels_Prod.0x199
1607020,493.100,mV,503.600,mV,PMBUS.READ_VOUT.0p5
1607021,-0.840,%,1.348,%,PMBUS.READ_VOUT.0p5_Accuracy
1607022,394.600,mV,402.600,mV,PMBUS.READ_VOUT.0xCD
1607023,-0.886,%,1.400,%,PMBUS.READ_VOUT.0xCD_Accuracy
1607024,792,mV,802.400,mV,PMBUS.READ_VOUT.0x199
1607025,-0.369,%,1.222,%,PMBUS.READ_VOUT.0x199_Accuracy
1607030,11.840,V,12.291,V,PMBUS.READ_VIN.12V
1607040,2.230,V,2.370,V,PMBUS.READ_VIN.2p3V
1607050,15.650,V,16.350,V,PMBUS.READ_VIN.16V
1607051,15.150,V,15.850,V,PMBUS.READ_VIN.15p5V
1607060,0,code,1,code,SAR.sat_bit.atCal.VIN.VOUT
1607061,0,code,255,code,ADC.CAP.CAL.byte.atCal.VIN.VOUT
1607120,492.400,mV,505.950,mV,PMBUS.READ_VOUT.0p5.resetCal
1607122,392.700,mV,406.800,mV,PMBUS.READ_VOUT.0xCD.resetCal
1607124,791.200,mV,804.500,mV,PMBUS.READ_VOUT.0x199.resetCal
1607130,11.837,V,12.293,V,PMBUS.READ_VIN.12V.resetCal
1607140,2.233,V,2.368,V,PMBUS.READ_VIN.2p3V.resetCal
1607150,15.924,V,16.038,V,PMBUS.READ_VIN.16V.resetCal
1607151,0,code,1,code,SAR.sat_bit.resetCal.VIN.VOUT
1607152,0,code,255,code,ADC.CAP.CAL.byte.resetCal.VIN.VOUT
1205040,138,V/us,161,V/us,T205.IRAMP_post
1207040,44,%,56,%,T208.DEM_RAMP_post
1260060,-371,mV,-270,mV,DAC2_A1Out_Error_0p6V_in_600daccode
1260070,-55,mV,58,mV,DAC2_A1Out_Offset_0p5V_in_600daccode
1230040,770,mV,817.100,mV,TEMP_SENSOR_trim_post
1230041,17,Cel,31,Cel,TEMP_SENSOR_trim_READ_TEMP_post
1230050,0,code,1,code,SAR.sat_bit.atCal.TEMP
1230051,0,code,255,code,ADC.CAP.CAL.byte.atCal.TEMP
1230141,17,Cel,31,Cel,TEMP_SENSOR_trim_READ_TEMP_post.resetCal
1230150,0,code,1,code,SAR.sat_bit.atCal.TEMP
1230151,0,code,255,code,ADC.CAP.CAL.byte.resetCal.TEMP
1230160,-1,none,4,none,SWBin_Fail
1209075,-10,mV,10,mV,T209.VERIFY_LS_ON
1209080,38.885,uA/A,40.085,uA/A,T209.LS_IRECON_GAIN_post
1209090,-0.480,uA,0.480,uA,T209.LS_IRECON_OFFSET_post
1213045,11.500,V,12.500,V,T213.VERIFY_HS_ON
1213050,26.400,uA/A,27.120,uA/A,T213.HS_IRECON_GAIN_post
1214040,-0.480,uA,0.480,uA,T213.HS_IRECON_OFFSET_post
1217200,11.500,V,12.500,V,T957.VERIFY_HS_ON
1217100,1068,mA,1176.300,mA,T957.IRECON_OCP_post
1217210,872,mA,1072,mA,T957.IRECON_OCP_01
1217220,738.540,mA,907.770,mA,T957.IRECON_OCP_10
1217230,604.080,mA,742.540,mA,T957.IRECON_OCP_11
1219200,11.500,V,12.500,V,VERIFY_HS_ON
1219110,1.444,A,1.513,A,FAST_POCP_post
1260080,11.500,V,12.500,V,Verify_HS_On
1260082,-1,mA,1,mA,LX_Current_Forced_HS_0A
1260083,0,mV,200,mV,HS_IOUT_VPGM1_0A
1260084,0,mV,200,mV,HS_IOUT_VPGM0_0A
1260085,-15.640,mV,15.640,mV,HS_ADC_IOUT_LX_0A
1260087,-1.170,A,-1.070,A,LX_Current_Forced_HS_15A
1260088,200,mV,800,mV,HS_IOUT_VPGM1_15A
1260089,0,mV,200,mV,HS_IOUT_VPGM0_15A
1260090,211.140,mV,258.060,mV,HS_ADC_IOUT_LX_15A
1260091,-1.546,A,-1.446,A,LX_Current_Forced_HS_20A
1260092,230,mV,770,mV,HS_IOUT_VPGM1_20A
1260093,10,mV,190,mV,HS_IOUT_VPGM0_20A
1260094,289.340,mV,336.260,mV,HS_ADC_IOUT_LX_20A
1260095,-10,mV,10,mV,Verify_LS_On
1260097,-1,mA,1,mA,LX_Current_Forced_LS_0A
1260098,0,mV,200,mV,LS_IOUT_VPGM1_0A
1260099,0,mV,200,mV,LS_IOUT_VPGM0_0A
1260100,-15.640,mV,15.640,mV,LS_ADC_IOUT_LX_0A
1260102,-810,mA,-710,mA,LX_Current_Forced_LS_15A
1260103,200,mV,800,mV,LS_IOUT_VPGM1_15A
1260104,0,mV,200,mV,LS_IOUT_VPGM0_15A
1260105,211.140,mV,258.060,mV,LS_ADC_IOUT_LX_15A
1260106,-1.063,A,-0.963,A,LX_Current_Forced_LS_20A
1260107,230,mV,770,mV,LS_IOUT_VPGM1_20A
1260108,10,mV,190,mV,LS_IOUT_VPGM0_20A
1260109,289.340,mV,336.260,mV,LS_ADC_IOUT_LX_20A
1551010,-100,nA,100,nA,PGM0_LEAKAGE_0V
1551020,-60,nA,600,nA,PGM0_LEAKAGE_1.25V
1551030,-100,nA,100,nA,PGM1_LEAKAGE_0V
1551040,-200,nA,500,nA,PGM1_LEAKAGE_1.25V
1503020,1.300,V,1.800,V,T302.BST_UVLO_GNG_FMAX
1503010,0,mV,200,mV,T302.BST_UVLO_GNG_FMIN
1503080,1.300,V,1.800,V,T302.BST_UVLO_GNG_RMAX
1503070,0,mV,200,mV,T302.BST_UVLO_GNG_RMIN
1503030,1.440,V,1.580,V,T302.BST_UVLO_FALLING_THRESHOLD
1503090,1.480,V,1.640,V,T302.BST_UVLO_RISING_THRESHOLD
1503130,10,mV,80,mV,T302.BST_UVLO_HYSTERESIS
1504010,-10,mV,10,mV,T967.BST_REG.VXverify_LS_ON
1504030,1.750,V,1.860,V,T967.BST_REG.BST_REG_NOM
1504130,1.710,V,1.835,V,T967.BST_REG.BST_40mA_LOAD
1505010,0.150,Ohm,1.600,Ohm,T967.BST_REG.BST_RDSON
1504150,-700,mV,700,mV,T967.BST_REG.VX_TRI_VER
1504310,5.600,Ohm,22,Ohm,T967.BST_REG.BST_ROUT.LX_0V
1504320,4,Ohm,22,Ohm,T967.BST_REG.BST_ROUT.LX_5p5V
1504170,-1.500,mA,4.200,mA,T967.BST_REG.IBST_0.8V
1504190,-1.500,mA,8.220,mA,T967.BST_REG.IBST_12V
1504230,0,V,0.500,V,T967.BST_REG.BST_HDRM
1505520,1.300,V,1.800,V,BST_SUPPLY_OK_GNG_FMAX
1505510,0,mV,200,mV,BST_SUPPLY_OK_GNG_FMIN
1505580,1.300,V,1.800,V,BST_SUPPLY_OK_GNG_RMAX
1505570,0,mV,200,mV,BST_SUPPLY_OK_GNG_RMIN
1505530,1.650,V,2.240,V,BST_SUPPLY_OK_FALLING_THRESHOLD
1505590,1.650,V,2.240,V,BST_SUPPLY_OK_RISING_THRESHOLD
1505630,-20,mV,20,mV,BST_SUPPLY_OK_HYSTERESIS
1506010,0,mV,200,mV,T302.VDDH_UVLO_GNG_FMAX
1506020,1.400,V,1.700,V,T302.VDDH_UVLO_GNG_FMIN
1506030,1.400,V,1.700,V,T302.VDDH_UVLO_GNG_RMIN
1506040,0,mV,200,mV,T302.VDDH_UVLO_GNG_RMAX
1506050,2.300,V,2.500,V,T302.VDDH_UVLO_FALLING_THRESHOLD
1506060,2.400,V,2.600,V,T302.VDDH_UVLO_RISING_THRESHOLD
1506070,50,mV,350,mV,T302.VDDH_UVLO_HYSTERESIS
1507010,0,mV,200,mV,T302.AVDD_UVLO_GNG_FMAX
1507020,1.400,V,1.700,V,T302.AVDD_UVLO_GNG_FMIN
1507030,1.400,V,1.700,V,T302.AVDD_UVLO_GNG_RMIN
1507040,0,mV,200,mV,T302.AVDD_UVLO_GNG_RMAX
1507050,1.590,V,1.640,V,T302.AVDD_UVLO_FALLING_THRESHOLD
1507060,1.650,V,1.700,V,T302.AVDD_UVLO_RISING_THRESHOLD
1507070,49.600,mV,57.600,mV,T302.AVDD_UVLO_HYSTERESIS
1507510,0,mV,200,mV,T302.DIG_RESET_UVLO_GNG_FMAX
1507520,1.400,V,1.700,V,T302.DIG_RESET_UVLO_GNG_FMIN
1507530,1.400,V,1.700,V,T302.DIG_RESET_UVLO_GNG_RMIN
1507540,0,mV,200,mV,T302.DIG_RESET_UVLO_GNG_RMAX
1507550,1.430,V,1.620,V,T302.DIG_RESET_UVLO_FALLING_THRESHOLD
1507560,1.550,V,1.709,V,T302.DIG_RESET_UVLO_RISING_THRESHOLD
1507570,50,mV,250,mV,T302.DIG_RESET_UVLO_THRESHOLD_HYSTERESIS
1508010,1.400,V,1.700,V,T302.LDOIN_UVLO_GNG_FMAX
1508020,0,mV,200,mV,T302.LDOIN_UVLO_GNG_FMIN
1508030,0,mV,200,mV,T302.LDOIN_UVLO_GNG_RMIN
1508040,1.400,V,1.700,V,T302.LDOIN_UVLO_GNG_RMAX
1508050,2.160,V,2.290,V,T302.LDOIN_UVLO_FALLING_THRESHOLD
1508060,2.260,V,2.400,V,T302.LDOIN_UVLO_RISING_THRESHOLD
1508070,50,mV,150,mV,T302.LDOIN_UVLO_THRESHOLD_Hysteresis
1509010,0,mV,200,mV,T302.VDDH_OVLO_GNG_RMIN
1509020,1.400,V,1.700,V,T302.VDDH_OVLO_GNG_RMAX
1509030,1.400,V,1.700,V,T302.VDDH_OVLO_GNG_FMAX
1509040,0,mV,200,mV,T302.VDDH_OVLO_GNG_FMIN
1509050,17.300,V,18.300,V,T302.VDDH_OVLO_RISING_THRESHOLD
1509060,16.800,V,17.800,V,T302.VDDH_OVLO_FALLING_THRESHOLD
1509070,100,mV,1000,mV,T302.VDDH_OVLO_THRESHOLD_HYSTERESIS
1515010,0,mV,200,mV,EN_VTH_NOGO_RISE
1515020,1.400,V,1.700,V,EN_VTH_GO_RISE
1515030,0,mV,200,mV,EN_VTH_NOGO_FALL
1515040,1.400,V,1.700,V,EN_VTH_GO_FALL
1515050,0.800,V,0.900,V,EN_RISING_THRESHOLD
1515060,0.600,V,0.700,V,EN_FALLING_THRESHOLD
1515070,100,mV,300,mV,EN_THRESHOLD_HYSTERESIS
1542010,220,mV,360,mV,PGOOD_VOL_4mA
1542030,140,mV,400,mV,PGOOD_VOL_4mA_AVDD_1p71V
1542040,140,mV,400,mV,PGOOD_VOL_4mA_AVDD_1p95V
1520000,11.500,V,12.500,V,T964.VERIFY_HS_ON
1520010,790,mA,810,mA,T964.LX_Meas
1520030,0,mV,20,mV,T964.VHS_Meas
1520050,1,mOhm,25,mOhm,HS_RDSON_00
1520070,3.300,mOhm,31,mOhm,HS_RDSON_01
1520090,4,mOhm,33.800,mOhm,HS_RDSON_10
1520110,29,mOhm,142,mOhm,HS_RDSON_11
1521000,-10,mV,10,mV,VERIFY_LS_ON
1521010,2,mOhm,15,mOhm,LS_RDSON_000
1521030,4,mOhm,18,mOhm,LS_RDSON_001
1521050,4,mOhm,20,mOhm,LS_RDSON_010
1521070,8,mOhm,34,mOhm,LS_RDSON_011
1521090,4,mOhm,16,mOhm,LS_RDSON_100
1521110,4,mOhm,24,mOhm,LS_RDSON_101
1521130,4,mOhm,18,mOhm,LS_RDSON_110
1521150,30,mOhm,100,mOhm,LS_RDSON_111
1518010,1.400,V,1.700,V,SYSTEM_OVP_GNG_FMIN
1518020,0,V,0.200,V,SYSTEM_OVP_GNG_FMAX
1518030,1.400,V,1.700,V,SYSTEM_OVP_GNG_RMIN
1518040,0,V,0.200,V,SYSTEM_OVP_GNG_RMAX
1518050,550,mV,580,mV,SYSTEM_OVP_RISING_THRESHOLD
1518060,550,mV,580,mV,SYSTEM_OVP_FALLING_THRESHOLD
1518070,-20,mV,20,mV,SYSTEM_OVP_HYSTERESIS
1519010,0,V,0.200,V,SYSTEM_UVP_GNG_FMIN
1519020,1.400,V,1.700,V,SYSTEM_UVP_GNG_FMAX
1519030,0,V,0.200,V,SYSTEM_UVP_GNG_RMIN
1519040,1.400,V,1.700,V,SYSTEM_UVP_GNG_RMAX
1519050,420,mV,480,mV,SYSTEM_UVP_RISING_THRESHOLD
1519060,420,mV,450,mV,SYSTEM_UVP_FALLING_THRESHOLD
1519070,-20,mV,20,mV,SYSTEM_UVP_HYSTERESIS
1534010,30,ns,100,ns,HS_LS_MIN_ONTIME
1534020,20,us,58.500,us,PWM_MIN_ONTIME
1535010,3.460,us,9.600,us,T535.HS_ONE_SHOT
1535030,3.600,us,7.100,us,T535.LS_ONE_SHOT
1535050,40,us,95,us,T535.IRECON_BLANK_TIME
1539080,1.400,V,1.700,V,T962.LS_VX_SHORT_GNG_RISE_HI
1539090,0,mV,200,mV,T962.LS_VX_SHORT_GNG_RISE_LO
1539100,0,mV,200,mV,T962.LS_VX_SHORT_GNG_FALL_LO
1539110,1.400,V,1.700,V,T962.LX_VX_SHORT_GNG_FALL_HI
1539120,228,mV,540,mV,T962.LS_VX_SHORT_RISING_THRESHOLD
1539130,177,mV,486,mV,T962.LS_VX_SHORT_FALLING_THRESHOLD
1539140,24,mV,80,mV,T962.LS_VX_SHORT_HYSTERESIS
1544010,1.770,V,1.830,V,LDO.VDDH_12V.LDOIN_0V_LOAD_1mA
1544020,1.720,V,1.840,V,LDO.VDDH_12V.LDOIN_0V_LOAD_50mA
1544030,1.770,V,1.830,V,LDO.VDDH_12V.LDOIN_5p5V_LOAD_1mA
1544040,1.740,V,1.830,V,LDO.VDDH_12V.LDOIN_5p5V_LOAD_50mA
1544042,1.770,V,1.830,V,LDO.VDDH_12V.LDOIN_3p3V_LOAD_1mA
1544044,1.750,V,1.825,V,LDO.VDDH_12V.LDOIN_3p3V_LOAD_50mA
1544046,1.770,V,1.830,V,LDO.VDDH_12V.LDOIN_2p5V_LOAD_1mA
1544048,1.760,V,1.820,V,LDO.VDDH_12V.LDOIN_2p5V_LOAD_50mA
1544050,1.770,V,1.830,V,LDO.VDDH_16V.LDOIN_0V_LOAD_1mA
1544060,1.720,V,1.840,V,LDO.VDDH_16V.LDOIN_0V_LOAD_50mA
1544090,1.770,V,1.830,V,LDO.VDDH_2.7V.LDOIN_0V_LOAD_1mA
1544100,1.750,V,1.820,V,LDO.VDDH_2.7V.LDOIN_0V_LOAD_50mA
1544130,85,mA,322,mA,LDO.LDOIN_0V_VCC_1.6V
1544140,100,mA,410,mA,LDO.LDOIN_3p3V_VCC_1.6V
1544150,6.960,mA,54,mA,LDO.LDOIN_0V_VCC_1.6V_ILIM_30mA
1544152,11.500,mA,72.700,mA,LDO.LDOIN_3p3V_VCC_1.6V_ILIM_30mA
1513010,450,KHz,550,KHz,FSW_500kHz
1513020,450,KHz,550,KHz,FSW_500kHz_AVDD_1p71V
1513030,450,KHz,550,KHz,FSW_500kHz_AVDD_1p95V
1513040,550,KHz,650,KHz,FSW_600kHz
1513070,700,KHz,800,KHz,FSW_750kHz
1513100,0.900,MHz,1.100,MHz,FSW_1MHz
1513130,1.100,MHz,1.300,MHz,FSW_1.2MHz
1513160,1.400,MHz,1.600,MHz,FSW_1.5MHz
1513190,1.850,MHz,2.150,MHz,FSW_2MHz
1513220,2.800,MHz,3.200,MHz,FSW_3MHz
1513500,3.600,us,4.400,us,Phase_Master_Clk
1540010,0,mV,200,mV,DCM_GNG_RMAX
1540020,1.400,V,1.700,V,DCM_GNG_RMIN
1540030,0,mV,200,mV,DCM_GNG_FMAX
1540040,1.400,V,1.700,V,DCM_GNG_FMIN
1540110,-1.800,V,-1.600,V,DCM_GNG_PGM1_to_AVDD
1540120,-200,mV,0,mV,DCM_GNG_PGM0_to_AVDD
1540130,0.750,V,0.850,V,DCM_RISING_THRESHOLD
1540140,0.750,V,0.850,V,DCM_FALLING_THRESHOLD
1540150,-0.010,V,0.010,V,DCM_THRESHOLD_HYSTERESIS
1547010,20,mV,220,mV,MODULATOR_PWM_MIN_ONTIME
1548010,300,mV,950,mV,MODULATOR_NOCP_MIN_ONTIME
1532000,-10,mV,10,mV,VERIFY_LS_ON
1532010,-790,mA,-526.670,mA,IRECON_NOCP
1532020,-684.670,mA,-456.440,mA,IRECON_NOCP_01
1532030,-579.330,mA,-386.220,mA,IRECON_NOCP_10
1532040,-474,mA,-316,mA,IRECON_NOCP_11
1552010,0,mV,200,mV,THERMAL_GNG_FMAX
1552020,1.400,V,1.900,V,THERMAL_GNG_FMIN
1552030,0,mV,200,mV,THERMAL_GNG_RMIN
1552040,1.400,V,1.900,V,THERMAL_GNG_RMAX
1552050,0.820,V,0.890,V,THERMAL_RISING_THRESHOLD
1552060,0.760,V,0.860,V,THERMAL_FALLING_THRESHOLD
1552070,32,mV,57,mV,THERMAL_HYSTERESIS
1538010,21,mA,50,mA,T538.ZX_NOCP
1538011,19,mA,45,mA,T538.ZX_NOCP_01
1538012,16,mA,40,mA,T538.ZX_NOCP_10
1538013,12,mA,30,mA,T538.ZX_NOCP_11
1538020,-16,mA,-3,mA,T538.ZX_POCP
1545010,95,KHz,105,KHz,SWITCHOVER_FREQUENCY
2554010,390,uA,410,uA,PGM0_400uA
2554012,390,uA,410,uA,PGM1_400uA
2554020,0.690,KOhm,1.620,KOhm,PGM0_Rpulldown
1537210,0,none,0,none,PGM0_RADC_GNG_DATA_0
1537220,1,none,1,none,PGM0_RADC_GNG_DATA_1
1537230,2,none,2,none,PGM0_RADC_GNG_DATA_2
1537240,3,none,3,none,PGM0_RADC_GNG_DATA_3
1537250,4,none,4,none,PGM0_RADC_GNG_DATA_4
1537260,5,none,5,none,PGM0_RADC_GNG_DATA_5
1537270,6,none,6,none,PGM0_RADC_GNG_DATA_6
1537280,7,none,7,none,PGM0_RADC_GNG_DATA_7
1537290,8,none,8,none,PGM0_RADC_GNG_DATA_8
1537300,9,none,9,none,PGM0_RADC_GNG_DATA_9
1537310,10,none,10,none,PGM0_RADC_GNG_DATA_10
1537320,11,none,11,none,PGM0_RADC_GNG_DATA_11
1537330,12,none,12,none,PGM0_RADC_GNG_DATA_12
1537340,13,none,13,none,PGM0_RADC_GNG_DATA_13
1537350,14,none,14,none,PGM0_RADC_GNG_DATA_14
1537360,15,none,15,none,PGM0_RADC_GNG_DATA_15
1537361,31,none,31,none,PGM0_RADC_GNG_DATA_31
1537010,0.057,V,0.071,V,PGM0_RADC_DATA_1_RMIN
1537020,0.096,V,0.110,V,PGM0_RADC_DATA_2_RMIN
1537030,0.140,V,0.154,V,PGM0_RADC_DATA_3_RMIN
1537040,0.189,V,0.202,V,PGM0_RADC_DATA_4_RMIN
1537050,0.233,V,0.245,V,PGM0_RADC_DATA_5_RMIN
1537060,0.276,V,0.289,V,PGM0_RADC_DATA_6_RMIN
1537070,0.330,V,0.343,V,PGM0_RADC_DATA_7_RMIN
1537080,0.388,V,0.401,V,PGM0_RADC_DATA_8_RMIN
1537090,0.447,V,0.460,V,PGM0_RADC_DATA_9_RMIN
1537100,0.513,V,0.530,V,PGM0_RADC_DATA_10_RMIN
1537110,0.596,V,0.613,V,PGM0_RADC_DATA_11_RMIN
1537120,0.687,V,0.706,V,PGM0_RADC_DATA_12_RMIN
1537130,0.793,V,0.813,V,PGM0_RADC_DATA_13_RMIN
1537140,0.919,V,0.942,V,PGM0_RADC_DATA_14_RMIN
1537150,1.061,V,1.085,V,PGM0_RADC_DATA_15_RMIN
1537160,1.234,V,1.257,V,PGM0_RADC_DATA_15_RMAX
1537011,0.057,V,0.071,V,PGM0_RADC_DATA_0_FMAX
1537021,0.096,V,0.110,V,PGM0_RADC_DATA_1_FMAX
1537031,0.140,V,0.154,V,PGM0_RADC_DATA_2_FMAX
1537041,0.189,V,0.202,V,PGM0_RADC_DATA_3_FMAX
1537051,0.233,V,0.245,V,PGM0_RADC_DATA_4_FMAX
1537061,0.276,V,0.289,V,PGM0_RADC_DATA_5_FMAX
1537071,0.330,V,0.343,V,PGM0_RADC_DATA_6_FMAX
1537081,0.388,V,0.401,V,PGM0_RADC_DATA_7_FMAX
1537091,0.447,V,0.460,V,PGM0_RADC_DATA_8_FMAX
1537101,0.513,V,0.530,V,PGM0_RADC_DATA_9_FMAX
1537111,0.596,V,0.613,V,PGM0_RADC_DATA_10_FMAX
1537121,0.687,V,0.706,V,PGM0_RADC_DATA_11_FMAX
1537131,0.793,V,0.813,V,PGM0_RADC_DATA_12_FMAX
1537141,0.919,V,0.942,V,PGM0_RADC_DATA_13_FMAX
1537151,1.061,V,1.085,V,PGM0_RADC_DATA_14_FMAX
1537161,1.234,V,1.257,V,PGM0_RADC_DATA_15_FMAX
1537362,0,none,0,none,PGM1_RADC_GNG_DATA_0
1537363,1,none,1,none,PGM1_RADC_GNG_DATA_1
1537364,2,none,2,none,PGM1_RADC_GNG_DATA_2
1537365,3,none,3,none,PGM1_RADC_GNG_DATA_3
1537366,4,none,4,none,PGM1_RADC_GNG_DATA_4
1537367,5,none,5,none,PGM1_RADC_GNG_DATA_5
1537368,6,none,6,none,PGM1_RADC_GNG_DATA_6
1537369,7,none,7,none,PGM1_RADC_GNG_DATA_7
1537370,8,none,8,none,PGM1_RADC_GNG_DATA_8
1537371,9,none,9,none,PGM1_RADC_GNG_DATA_9
1537372,10,none,10,none,PGM1_RADC_GNG_DATA_10
1537373,11,none,11,none,PGM1_RADC_GNG_DATA_11
1537374,12,none,12,none,PGM1_RADC_GNG_DATA_12
1537375,13,none,13,none,PGM1_RADC_GNG_DATA_13
1537376,14,none,14,none,PGM1_RADC_GNG_DATA_14
1537377,15,none,15,none,PGM1_RADC_GNG_DATA_15
1537378,31,none,31,none,PGM1_RADC_GNG_DATA_31
1537163,0.057,V,0.071,V,PGM1_RADC_DATA_1_RMIN
1537164,0.096,V,0.110,V,PGM1_RADC_DATA_2_RMIN
1537165,0.140,V,0.154,V,PGM1_RADC_DATA_3_RMIN
1537166,0.189,V,0.202,V,PGM1_RADC_DATA_4_RMIN
1537167,0.233,V,0.245,V,PGM1_RADC_DATA_5_RMIN
1537168,0.276,V,0.289,V,PGM1_RADC_DATA_6_RMIN
1537169,0.330,V,0.343,V,PGM1_RADC_DATA_7_RMIN
1537170,0.388,V,0.401,V,PGM1_RADC_DATA_8_RMIN
1537171,0.447,V,0.460,V,PGM1_RADC_DATA_9_RMIN
1537172,0.513,V,0.530,V,PGM1_RADC_DATA_10_RMIN
1537173,0.596,V,0.613,V,PGM1_RADC_DATA_11_RMIN
1537174,0.687,V,0.706,V,PGM1_RADC_DATA_12_RMIN
1537175,0.793,V,0.813,V,PGM1_RADC_DATA_13_RMIN
1537176,0.919,V,0.942,V,PGM1_RADC_DATA_14_RMIN
1537177,1.061,V,1.085,V,PGM1_RADC_DATA_15_RMIN
1537178,1.234,V,1.257,V,PGM1_RADC_DATA_15_RMAX
1537180,0.057,V,0.071,V,PGM1_RADC_DATA_0_FMAX
1537181,0.096,V,0.110,V,PGM1_RADC_DATA_1_FMAX
1537182,0.140,V,0.154,V,PGM1_RADC_DATA_2_FMAX
1537183,0.189,V,0.202,V,PGM1_RADC_DATA_3_FMAX
1537184,0.233,V,0.245,V,PGM1_RADC_DATA_4_FMAX
1537185,0.276,V,0.289,V,PGM1_RADC_DATA_5_FMAX
1537186,0.330,V,0.343,V,PGM1_RADC_DATA_6_FMAX
1537187,0.388,V,0.401,V,PGM1_RADC_DATA_7_FMAX
1537188,0.447,V,0.460,V,PGM1_RADC_DATA_8_FMAX
1537189,0.513,V,0.530,V,PGM1_RADC_DATA_9_FMAX
1537190,0.596,V,0.613,V,PGM1_RADC_DATA_10_FMAX
1537191,0.687,V,0.706,V,PGM1_RADC_DATA_11_FMAX
1537192,0.793,V,0.813,V,PGM1_RADC_DATA_12_FMAX
1537193,0.919,V,0.942,V,PGM1_RADC_DATA_13_FMAX
1537194,1.061,V,1.085,V,PGM1_RADC_DATA_14_FMAX
1537195,1.233,V,1.257,V,PGM1_RADC_DATA_15_FMAX
1516010,0,mV,200,mV,CLK_VTH_NOGO_RISE
1516020,1.400,V,1.700,V,CLK_VTH_GO_RISE
1516030,0,mV,200,mV,CLK_VTH_NOGO_FALL
1516040,1.400,V,1.700,V,CLK_VTH_GO_FALL
1516080,0,mV,200,mV,DATA_VTH_NOGO_RISE
1516090,1.400,V,1.700,V,DATA_VTH_GO_RISE
1516100,0,mV,200,mV,DATA_VTH_NOGO_FALL
1516110,1.400,V,1.700,V,DATA_VTH_GO_FALL
1516050,0.800,V,1.450,V,CLK_RISING_THRESHOLD
1516060,0.800,V,1.240,V,CLK_FALLING_THRESHOLD
1516070,60,mV,210,mV,CLK_THRESHOLD_HYSTERESIS
1516120,0.800,V,1.450,V,DATA_RISING_THRESHOLD
1516130,0.800,V,1.240,V,DATA_FALLING_THRESHOLD
1516140,60,mV,210,mV,DATA_THRESHOLD_HYSTERESIS
1516210,160,mV,290,mV,DATA_VOL_4mA
1516250,0,mV,800,mV,DATA_VOL_6mA
1516220,0,code,0,code,DATA_VOL_GNG_4mA
1701000,0,code,1,code,SAR.sat_bit.atCal.IOUT
1701001,0,code,255,code,ADC.CAP.CAL.byte.atCal.IOUT
