Info,Envision,R15.7.2
Info,ProgramName,VK78ABAtp01FTCHAR_SS_eng05
Info,TimeStamp,Tue May 3 14:54:54 2022
Info,Device,MAX20810_VK78A-0B
Info,LotID,LIMIT_VERIFY
Info,SubLotID,
Info,TesterName,ltxcx064
Info,TesterType,Fusion_MX20C
Info,Operator,mtarvina
Info,FabID,
Info,Flow,CHAR_ROOM
Info,AdapterBoard,VK76_SS
,,
,,
Test#,Minimum,Unit,Maximum,Unit,Test Description
1701010,-128,code,128,code,SAR.ADCraw.int0v.chop0.atCal
1701020,-200,mV,16200.001,mV,SAR.VIN.int0v.chop0.atCal
1701030,-5,Cel,5,Cel,SAR.TEMP.int0v.chop0.atCal
1701510,-128,code,128,code,SAR.ADCraw.int0v.chop1.atCal
1701520,-200,mV,16200.001,mV,SAR.VIN.int0v.chop1.atCal
1701530,-5,Cel,5,Cel,SAR.TEMP.int0v.chop1.atCal
1702000,-5,mV,5,mV,SAR.V_PGM1_0V_PGM0_0V.atCal
1702010,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop0.atCal
1702020,-200,mV,16200.001,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop0.atCal
1702030,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop0.atCal
1702510,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop1.atCal
1702520,-200,mV,16200.001,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop1.atCal
1702530,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop1.atCal
1703000,1.195,V,1.205,V,SAR.V_PGM1_1p2V_PGM0_0V.atCal
1703010,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop0.atCal
1703020,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop0.atCal
1703030,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop0.atCal
1703510,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop1.atCal
1703520,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop1.atCal
1703530,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop1.atCal
1711000,0,code,1,code,SAR.sat_bit.trigCal
1711001,0,code,255,code,ADC.CAP.CAL.byte.trigCal
1711010,-128,code,128,code,SAR.ADCraw.int0v.chop0.trigCal
1711020,-200,mV,16200.001,mV,SAR.VIN.int0v.chop0.trigCal
1711030,-5,Cel,5,Cel,SAR.TEMP.int0v.chop0.trigCal
1711510,-128,code,128,code,SAR.ADCraw.int0v.chop1.trigCal
1711520,-200,mV,16200.001,mV,SAR.VIN.int0v.chop1.trigCal
1711530,-5,Cel,5,Cel,SAR.TEMP.int0v.chop1.trigCal
1712000,-5,mV,5,mV,SAR.V_PGM1_0V_PGM0_0V.trigCal
1712010,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop0.trigCal
1712020,-200,mV,16200.001,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop0.trigCal
1712030,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop0.trigCal
1712510,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop1.trigCal
1712520,-200,mV,16200.001,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop1.trigCal
1712530,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop1.trigCal
1713000,1.195,V,1.205,V,SAR.V_PGM1_1p2V_PGM0_0V.trigCal
1713010,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop0.trigCal
1713020,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop0.trigCal
1713030,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop0.trigCal
1713510,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop1.trigCal
1713520,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop1.trigCal
1713530,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop1.trigCal
1721000,0,code,1,code,SAR.sat_bit.resetCal.IOUT
1721001,0,code,255,code,ADC.CAP.CAL.byte.resetCal.IOUT
1721010,-128,code,128,code,SAR.ADCraw.int0v.chop0.resetCal
1721020,-60000,mV,60000,mV,SAR.VIN.int0v.chop0.resetCal
1721030,-5,Cel,5,Cel,SAR.TEMP.int0v.chop0.resetCal
1721510,-128,code,128,code,SAR.ADCraw.int0v.chop1.resetCal
1721520,-60000,mV,60000,mV,SAR.VIN.int0v.chop1.resetCal
1721530,-5,Cel,5,Cel,SAR.TEMP.int0v.chop1.resetCal
1722000,-5,mV,5,mV,SAR.V_PGM1_0V_PGM0_0V.resetCal
1722010,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop0.resetCal
1722020,-60000,mV,60000,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop0.resetCal
1722030,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop0.resetCal
1722510,-128,code,128,code,SAR.ADCraw.PGM1_0V.PGM0_0V.chop1.resetCal
1722520,-60000,mV,60000,mV,SAR.VIN.PGM1_0V_PGM0_0V.chop1.resetCal
1722530,-5,Cel,5,Cel,SAR.TEMP.PGM1_0V_PGM0_0V.chop1.resetCal
1723000,1.195,V,1.205,V,SAR.V_PGM1_1p2V_PGM0_0V.resetCal
1723010,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop0.resetCal
1723020,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop0.resetCal
1723030,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop0.resetCal
1723510,-8192,code,8192,code,SAR.ADCraw.PGM1_1p2V.PGM0_0V.chop1.resetCal
1723520,14.860,V,15.860,V,SAR.VIN.PGM1_1p2V_PGM0_0V.chop1.resetCal
1723530,164,Cel,174,Cel,SAR.TEMP.PGM1_1p2V_PGM0_0V.chop1.resetCal
1607011,-0.847,A,1,A,PMBUS.READ_IOUT.LS.0A
1607013,-1,A,1.350,A,PMBUS.READ_IOUT.HS.0A
1607012,12.770,A,16.950,A,PMBUS.READ_IOUT.LS.15A
1607014,13.140,A,17.010,A,PMBUS.READ_IOUT.HS.15A
1607015,17.670,A,22.040,A,PMBUS.READ_IOUT.LS.20A
1607016,18.160,A,22.090,A,PMBUS.READ_IOUT.HS.20A
1607111,-0.348,A,0.385,A,PMBUS.READ_IOUT.LS.0A.resetCal
1607113,-0.694,A,0.908,A,PMBUS.READ_IOUT.HS.0A.resetCal
1607112,13.768,A,16.045,A,PMBUS.READ_IOUT.LS.15A.resetCal
1607114,14.165,A,16.095,A,PMBUS.READ_IOUT.HS.15A.resetCal
1607115,18.630,A,21.150,A,PMBUS.READ_IOUT.LS.20A.resetCal
1607116,19.120,A,21.142,A,PMBUS.READ_IOUT.HS.20A.resetCal
1042010,-375.842,mV,-149.641,mV,Final_VXVerify_BothOff_Nominal
1042030,-16.038,uA,-1.892,uA,Final_Ipgm1q_BothOff_Nominal
1042035,1.313,mA,2.564,mA,Final_Iddq_BothOff_Nominal
1042040,-81.605,nA,985.568,nA,Final_Iccq_Nom_BothOff_Nominal
1042041,-57.949,nA,629.027,nA,Final_Iccq_1.71V_BothOff_Nominal
1042042,44.731,nA,3341.766,nA,Final_Iccq_1.95V_BothOff_Nominal
1042045,0.262,uA,34.219,uA,Final_Iddhq_BothOff_Nominal
1042050,-0.012,uA,0.281,uA,Final_Iddhq_rst_BothOff_Nominal
1042060,-120,nA,799.569,nA,Final_Ibstq_BothOff_Nominal
1042070,-39.492,nA,12,nA,Final_Ldoin_BothOff_Nominal
1042080,-262.683,nA,140.930,nA,Final_VXLeakage0V_BothOff_Nominal
1042090,-0.019,uA,0.563,uA,Final_VXLeakageVddh_BothOff_Nominal
1042110,-50,mV,50,mV,Final_VXVerify_LSon_Nominal
1042130,-9.316,uA,-4.512,uA,Final_Ipgm1q_LSon_Nominal
1042135,1.313,mA,2.564,mA,Final_Iddq_LSon_Nominal
1042140,-0.035,uA,0.625,uA,Final_Iccq_Nom_LSon_Nominal
1042141,-0.021,uA,0.303,uA,Final_Iccq_1.71V_LSon_Nominal
1042142,-7.612,uA,84.997,uA,Final_Iccq_1.95V_LSon_Nominal
1042145,0.261,uA,34.187,uA,Final_Iddhq_LSon_Nominal
1042150,-13.422,nA,253.412,nA,Final_Iddhq_rst_LSon_Nominal
1042160,-48.685,nA,647.069,nA,Final_Ibstq_LSon_Nominal
1042170,-0.039,uA,-0.002,uA,Final_Ldoin_LSon_Nominal
1042210,11.980,V,12.010,V,Final_VXVerify_HSon_Nominal
1042230,-16.039,uA,-1.892,uA,Final_Ipgm1q_HSon_Nominal
1042235,1.100,mA,2.808,mA,Final_Iddq_HSon_Nominal
1042240,-0.059,uA,0.699,uA,Final_Iccq_Nom_HSon_Nominal
1042241,-0.058,uA,0.607,uA,Final_Iccq_1.71V_HSon_Nominal
1042242,-0.075,uA,2.782,uA,Final_Iccq_1.95V_HSon_Nominal
1042245,0.235,uA,35.110,uA,Final_Iddhq_HSon_Nominal
1042250,-0.057,uA,0.774,uA,Final_Iddhq_rst_HSon_Nominal
1042260,43.116,nA,874.630,nA,Final_Ibstq_HSon_Nominal
1042270,-20.249,nA,12,nA,Final_Ldoin_HSon_Nominal
1042280,-8.667,uA,46.261,uA,Final_Iddq_AllOff_Nominal
4001010,-524.593,mV,0.100,mV,T001.Final_AVDD_(Opens)
4001050,-932.261,mV,0.100,mV,T001.Final_SNSP_(Opens)
4001020,-846.502,mV,0.100,mV,T001.Final_SNSN_(Opens)
4001170,-657.115,mV,0.100,mV,T001.Final_PGOOD_(Opens)
4001030,-483.915,mV,0.100,mV,T001.Final_VCC_(Opens)
4001110,-480.817,mV,0.100,mV,T001.Final_BST_(Opens)
4001140,-736.780,mV,0.100,mV,T001.Final_PGM0_(Opens)
4001130,-830.596,mV,0.100,mV,T001.Final_PGM1_(Opens)
4001150,-617.234,mV,0.100,mV,T001.Final_DATA_PGM2_(Opens)
4001160,-923.944,mV,0.100,mV,T001.Final_CLK_EN_(Opens)
4001090,-410.566,mV,0.100,mV,T001.Final_LX_(Opens)
4001070,-367.818,mV,0.100,mV,T001.Final_VDDH_(Opens)
4001190,-0.100,mV,539.742,mV,T001.Final_BST_LX_(Opens)
4001210,-0.100,mV,729.629,mV,T001.Final_PGM0_AVDD_(Opens)
4001220,-0.100,mV,738.256,mV,T001.Final_PGM1_AVDD_(Opens)
4001230,1233.887,mV,2911.423,mV,T001.Final_DATA_PGM2_AVDD_(Opens)
4001490,1226.717,mV,2895.322,mV,T001.Final_CLK_EN_AVDD_(Opens)
4001500,-0.100,mV,1009.663,mV,T001.Final_SNSP_AVDD_(Opens)
4001510,-0.100,mV,896.366,mV,T001.Final_SNSN_AVDD_(Opens)
4001101,-801.950,mV,0.100,mV,T001.Final_EN_(Opens)
4001031,-804.664,mV,0.100,mV,T001.Final_LDOIN_(Opens)
4001240,-524.779,mV,-215.126,mV,T001.Final_AVDD_(Shorts)
4001280,-932.718,mV,-385.219,mV,T001.Final_SNSP_(Shorts)
4001250,-845.198,mV,-303.356,mV,T001.Final_SNSN_(Shorts)
4001400,-656.213,mV,-216.603,mV,T001.Final_PGOOD_(Shorts)
4001260,-484.284,mV,-196.863,mV,T001.Final_VCC_(Shorts)
4001340,-478.439,mV,-172.928,mV,T001.Final_BST_(Shorts)
4001370,-736.745,mV,-294.893,mV,T001.Final_PGM0_(Shorts)
4001360,-828.389,mV,-343.552,mV,T001.Final_PGM1_(Shorts)
4001380,-615.739,mV,-197.443,mV,T001.Final_DATA_PGM2_(Shorts)
4001390,-925.495,mV,-389.716,mV,T001.Final_CLK_EN_(Shorts)
4001320,-412.894,mV,-132.375,mV,T001.Final_LX_(Shorts)
4001300,-368.707,mV,-143.691,mV,T001.Final_VDDH_(Shorts)
4001420,203.713,mV,538.642,mV,T001.Final_BST_LX_(Shorts)
4001440,283.907,mV,728.867,mV,T001.Final_PGM0_AVDD_(Shorts)
4001450,286.636,mV,736.539,mV,T001.Final_PGM1_AVDD_(Shorts)
4001460,1233.921,mV,2911.301,mV,T001.Final_DATA_PGM2_AVDD_(Shorts)
4001540,1226.983,mV,2895.457,mV,T001.Final_CLK_EN_AVDD_(Shorts)
4001550,426.376,mV,1011.372,mV,T001.Final_SNSP_AVDD_(Shorts)
4001560,378.184,mV,898.848,mV,T001.Final_SNSN_AVDD_(Shorts)
4001601,-802.646,mV,-334.006,mV,T001.Final_EN_(Shorts)
4001531,-802.501,mV,-337.079,mV,T001.Final_LDOIN_(Shorts)
4001570,-7,mV,7,mV,T001.Final_PGND_to_GND_Short
4001580,9.800,mA,10.200,mA,T001.Final_PGND_to_GND_10mA
4001610,-600,mV,-100,mV,T001.Final_VDDH_F1_OVI
4001620,-600,mV,-100,mV,T001.Final_VDDH_F2_OVI
4001630,-7,mV,7,mV,T001.Final_PGND_F1_OVI
4001640,-600,mV,-100,mV,T001.Final_LX_LS_F1_OVI
4001650,-600,mV,-100,mV,T001.Final_LX_HS_F1_OVI
4001660,-600,mV,-100,mV,T001.Final_LX_HS_F2_OVI
4001720,-529.518,mV,0.100,mV,T001.Final_VDDH_LX_NEG_(Opens)
4001730,-0.100,mV,394.695,mV,T001.Final_VCC_BST_POS(Opens)
4001750,-527.639,mV,-198.661,mV,T001.Final_VDDH_LX_NEG_(Shorts)
4001760,155.412,mV,392.159,mV,T001.Final_VCC_BST_POS(Shorts)
4003246,0,mV,400,mV,Final_Ring_check_test
4003247,0,none,0,none,Final_Ring_fault_test
