Info,Envision,R15.7.2
Info,ProgramName,VK78ABAtp01FTCHAR_SS_eng01
Info,TimeStamp,Mon Feb 21 18:57:37 2022
Info,Device,MAX20810_VK78A-0B
Info,LotID,DLOG_CHECK
Info,SubLotID,
Info,TesterName,ltxcx064
Info,TesterType,Fusion_MX20C
Info,Operator,skipall
Info,FabID,
Info,Flow,CHAR_ROOM_QFN
Info,AdapterBoard,VK76_SS
,,
,,
Test#,Minimum,Unit,Maximum,Unit,Test Description
1607023,-0.360,%,0.951,%,PMBUS.READ_VOUT.0xCD_Accuracy
1607024,793.008,mV,801.250,mV,PMBUS.READ_VOUT.0x199
1607025,-0.235,%,0.929,%,PMBUS.READ_VOUT.0x199_Accuracy
1607030,11.912,V,12.325,V,PMBUS.READ_VIN.12V
1607040,2.003,V,2.624,V,PMBUS.READ_VIN.2p3V
1607050,15.821,V,16.140,V,PMBUS.READ_VIN.16V
1607051,15.409,V,15.906,V,PMBUS.READ_VIN.15p5V
1607060,0,code,1,code,SAR.sat_bit.atCal.VIN.VOUT
1607061,0,code,255,code,ADC.CAP.CAL.byte.atCal.VIN.VOUT
1607120,493.817,mV,505.113,mV,PMBUS.READ_VOUT.0p5.resetCal
1607122,393.117,mV,404.695,mV,PMBUS.READ_VOUT.0xCD.resetCal
1607124,792.058,mV,804.046,mV,PMBUS.READ_VOUT.0x199.resetCal
1607130,11.927,V,12.300,V,PMBUS.READ_VIN.12V.resetCal
1607140,2.264,V,2.356,V,PMBUS.READ_VIN.2p3V.resetCal
1607150,15.650,V,16.350,V,PMBUS.READ_VIN.16V.resetCal
1607151,0,code,1,code,SAR.sat_bit.resetCal.VIN.VOUT
1607152,0,code,255,code,ADC.CAP.CAL.byte.resetCal.VIN.VOUT
1622001,198.415,mV,203.235,mV,VoutLevels.Extended.240
1622002,199.239,mV,204.079,mV,VoutLevels.Extended.241
1622003,200.062,mV,204.922,mV,VoutLevels.Extended.242
1622004,200.885,mV,205.765,mV,VoutLevels.Extended.243
1622005,201.709,mV,206.609,mV,VoutLevels.Extended.244
1622006,202.532,mV,207.452,mV,VoutLevels.Extended.245
1622007,203.355,mV,208.295,mV,VoutLevels.Extended.246
1622008,204.178,mV,209.138,mV,VoutLevels.Extended.247
1622009,205.002,mV,209.982,mV,VoutLevels.Extended.248
1622010,205.825,mV,210.825,mV,VoutLevels.Extended.249
1622011,206.648,mV,211.668,mV,VoutLevels.Extended.250
1622012,207.472,mV,212.512,mV,VoutLevels.Extended.251
1622013,208.295,mV,213.355,mV,VoutLevels.Extended.252
1622014,209.118,mV,214.198,mV,VoutLevels.Extended.253
1622015,209.942,mV,215.042,mV,VoutLevels.Extended.254
1622016,210.765,mV,215.885,mV,VoutLevels.Extended.255
1622017,211.588,mV,216.728,mV,VoutLevels.Extended.256
1622018,212.411,mV,217.571,mV,VoutLevels.Extended.257
1622019,213.235,mV,218.415,mV,VoutLevels.Extended.258
1622020,214.058,mV,219.258,mV,VoutLevels.Extended.259
1622021,214.881,mV,220.101,mV,VoutLevels.Extended.260
1622022,215.705,mV,220.945,mV,VoutLevels.Extended.261
1622023,216.528,mV,221.788,mV,VoutLevels.Extended.262
1622024,217.351,mV,222.631,mV,VoutLevels.Extended.263
1622025,218.175,mV,223.475,mV,VoutLevels.Extended.264
1622026,218.998,mV,224.318,mV,VoutLevels.Extended.265
1622027,219.821,mV,225.161,mV,VoutLevels.Extended.266
1622028,220.644,mV,226.004,mV,VoutLevels.Extended.267
1622029,221.468,mV,226.848,mV,VoutLevels.Extended.268
1622030,222.291,mV,227.691,mV,VoutLevels.Extended.269
1622031,223.114,mV,228.534,mV,VoutLevels.Extended.270
1622032,223.938,mV,229.378,mV,VoutLevels.Extended.271
1622033,224.761,mV,230.221,mV,VoutLevels.Extended.272
1622034,225.584,mV,231.064,mV,VoutLevels.Extended.273
1622035,226.408,mV,231.908,mV,VoutLevels.Extended.274
1622036,227.231,mV,232.751,mV,VoutLevels.Extended.275
1622037,228.054,mV,233.594,mV,VoutLevels.Extended.276
1622038,228.877,mV,234.437,mV,VoutLevels.Extended.277
1622039,229.701,mV,235.281,mV,VoutLevels.Extended.278
1622040,230.524,mV,236.124,mV,VoutLevels.Extended.279
1622041,231.347,mV,236.967,mV,VoutLevels.Extended.280
1622042,232.171,mV,237.811,mV,VoutLevels.Extended.281
1622043,232.994,mV,238.654,mV,VoutLevels.Extended.282
1622044,233.817,mV,239.497,mV,VoutLevels.Extended.283
1622045,234.641,mV,240.341,mV,VoutLevels.Extended.284
1622046,235.464,mV,241.184,mV,VoutLevels.Extended.285
1622047,236.287,mV,242.027,mV,VoutLevels.Extended.286
1622048,237.110,mV,242.870,mV,VoutLevels.Extended.287
1622049,237.934,mV,243.714,mV,VoutLevels.Extended.288
1622050,238.757,mV,244.557,mV,VoutLevels.Extended.289
1622051,239.580,mV,245.400,mV,VoutLevels.Extended.290
1622052,240.404,mV,246.244,mV,VoutLevels.Extended.291
1622053,241.227,mV,247.087,mV,VoutLevels.Extended.292
1622054,242.050,mV,247.930,mV,VoutLevels.Extended.293
1622055,242.874,mV,248.774,mV,VoutLevels.Extended.294
1622056,243.697,mV,249.617,mV,VoutLevels.Extended.295
1622057,244.520,mV,250.460,mV,VoutLevels.Extended.296
1622058,245.343,mV,251.303,mV,VoutLevels.Extended.297
1622059,246.167,mV,252.147,mV,VoutLevels.Extended.298
1622060,246.990,mV,252.990,mV,VoutLevels.Extended.299
1622061,247.813,mV,253.833,mV,VoutLevels.Extended.300
1622062,248.637,mV,254.677,mV,VoutLevels.Extended.301
1622063,249.460,mV,255.520,mV,VoutLevels.Extended.302
1622064,250.283,mV,256.363,mV,VoutLevels.Extended.303
1622065,251.107,mV,257.206,mV,VoutLevels.Extended.304
1622066,251.930,mV,258.050,mV,VoutLevels.Extended.305
1622067,252.753,mV,258.893,mV,VoutLevels.Extended.306
1622068,253.576,mV,259.736,mV,VoutLevels.Extended.307
1622069,254.400,mV,260.580,mV,VoutLevels.Extended.308
1622070,255.223,mV,261.423,mV,VoutLevels.Extended.309
1622071,256.046,mV,262.266,mV,VoutLevels.Extended.310
1622072,256.870,mV,263.110,mV,VoutLevels.Extended.311
1622073,257.693,mV,263.953,mV,VoutLevels.Extended.312
1622074,258.516,mV,264.796,mV,VoutLevels.Extended.313
1622075,259.340,mV,265.640,mV,VoutLevels.Extended.314
1622076,260.163,mV,266.483,mV,VoutLevels.Extended.315
1622077,260.986,mV,267.326,mV,VoutLevels.Extended.316
1622078,261.809,mV,268.169,mV,VoutLevels.Extended.317
1622079,262.633,mV,269.013,mV,VoutLevels.Extended.318
1622080,263.456,mV,269.856,mV,VoutLevels.Extended.319
1622081,264.279,mV,270.699,mV,VoutLevels.Extended.320
1622082,265.103,mV,271.543,mV,VoutLevels.Extended.321
1622083,265.926,mV,272.386,mV,VoutLevels.Extended.322
1622084,266.749,mV,273.229,mV,VoutLevels.Extended.323
1622085,267.573,mV,274.072,mV,VoutLevels.Extended.324
1622086,268.396,mV,274.916,mV,VoutLevels.Extended.325
1622087,269.219,mV,275.759,mV,VoutLevels.Extended.326
1622088,270.042,mV,276.602,mV,VoutLevels.Extended.327
1622089,270.866,mV,277.446,mV,VoutLevels.Extended.328
1622090,271.689,mV,278.289,mV,VoutLevels.Extended.329
1622091,272.512,mV,279.132,mV,VoutLevels.Extended.330
1622092,273.336,mV,279.976,mV,VoutLevels.Extended.331
1622093,274.159,mV,280.819,mV,VoutLevels.Extended.332
1622094,274.982,mV,281.662,mV,VoutLevels.Extended.333
1622095,275.806,mV,282.506,mV,VoutLevels.Extended.334
1622096,276.629,mV,283.349,mV,VoutLevels.Extended.335
1622097,277.452,mV,284.192,mV,VoutLevels.Extended.336
1622098,278.275,mV,285.035,mV,VoutLevels.Extended.337
1622099,279.099,mV,285.879,mV,VoutLevels.Extended.338
1622100,279.922,mV,286.722,mV,VoutLevels.Extended.339
1622101,280.745,mV,287.565,mV,VoutLevels.Extended.340
1622102,281.569,mV,288.409,mV,VoutLevels.Extended.341
1622103,282.392,mV,289.252,mV,VoutLevels.Extended.342
1622104,283.215,mV,290.095,mV,VoutLevels.Extended.343
1622105,284.039,mV,290.939,mV,VoutLevels.Extended.344
1622106,284.862,mV,291.782,mV,VoutLevels.Extended.345
1622107,285.685,mV,292.625,mV,VoutLevels.Extended.346
1622108,286.508,mV,293.468,mV,VoutLevels.Extended.347
1622109,287.332,mV,294.312,mV,VoutLevels.Extended.348
1622110,288.155,mV,295.155,mV,VoutLevels.Extended.349
1622111,288.978,mV,295.998,mV,VoutLevels.Extended.350
1622112,289.802,mV,296.842,mV,VoutLevels.Extended.351
1622113,290.625,mV,297.685,mV,VoutLevels.Extended.352
1622114,291.448,mV,298.528,mV,VoutLevels.Extended.353
1622115,292.272,mV,299.372,mV,VoutLevels.Extended.354
1622116,293.095,mV,300.215,mV,VoutLevels.Extended.355
1622117,293.918,mV,301.058,mV,VoutLevels.Extended.356
1622118,294.741,mV,301.901,mV,VoutLevels.Extended.357
1622119,295.565,mV,302.745,mV,VoutLevels.Extended.358
1622120,296.388,mV,303.588,mV,VoutLevels.Extended.359
1622121,297.211,mV,304.431,mV,VoutLevels.Extended.360
1622122,298.035,mV,305.275,mV,VoutLevels.Extended.361
1622123,298.858,mV,306.118,mV,VoutLevels.Extended.362
1622124,299.681,mV,306.961,mV,VoutLevels.Extended.363
1622125,300.505,mV,307.804,mV,VoutLevels.Extended.364
1622126,301.328,mV,308.648,mV,VoutLevels.Extended.365
1622127,302.151,mV,309.491,mV,VoutLevels.Extended.366
1622128,302.974,mV,310.334,mV,VoutLevels.Extended.367
1622129,303.798,mV,311.178,mV,VoutLevels.Extended.368
1622130,304.621,mV,312.021,mV,VoutLevels.Extended.369
1622131,305.444,mV,312.864,mV,VoutLevels.Extended.370
1622132,306.268,mV,313.708,mV,VoutLevels.Extended.371
1622133,307.091,mV,314.551,mV,VoutLevels.Extended.372
1622134,307.914,mV,315.394,mV,VoutLevels.Extended.373
1622135,308.738,mV,316.238,mV,VoutLevels.Extended.374
1622136,309.561,mV,317.081,mV,VoutLevels.Extended.375
1622137,310.384,mV,317.924,mV,VoutLevels.Extended.376
1622138,311.207,mV,318.767,mV,VoutLevels.Extended.377
1622139,312.031,mV,319.611,mV,VoutLevels.Extended.378
1622140,312.854,mV,320.454,mV,VoutLevels.Extended.379
1622141,313.677,mV,321.297,mV,VoutLevels.Extended.380
1622142,314.501,mV,322.141,mV,VoutLevels.Extended.381
1622143,315.324,mV,322.984,mV,VoutLevels.Extended.382
1622144,316.147,mV,323.827,mV,VoutLevels.Extended.383
1622145,316.971,mV,324.671,mV,VoutLevels.Extended.384
1622146,317.794,mV,325.514,mV,VoutLevels.Extended.385
1622147,318.617,mV,326.357,mV,VoutLevels.Extended.386
1622148,319.440,mV,327.200,mV,VoutLevels.Extended.387
1622149,320.264,mV,328.044,mV,VoutLevels.Extended.388
1622150,321.087,mV,328.887,mV,VoutLevels.Extended.389
1622151,321.910,mV,329.730,mV,VoutLevels.Extended.390
1622152,322.734,mV,330.574,mV,VoutLevels.Extended.391
1622153,323.557,mV,331.417,mV,VoutLevels.Extended.392
1622154,324.380,mV,332.260,mV,VoutLevels.Extended.393
1622155,325.204,mV,333.104,mV,VoutLevels.Extended.394
1622156,326.027,mV,333.947,mV,VoutLevels.Extended.395
1622157,326.850,mV,334.790,mV,VoutLevels.Extended.396
1622158,327.673,mV,335.633,mV,VoutLevels.Extended.397
1622159,328.497,mV,336.477,mV,VoutLevels.Extended.398
1622160,329.320,mV,337.320,mV,VoutLevels.Extended.399
1622161,330.143,mV,338.163,mV,VoutLevels.Extended.400
1622162,330.967,mV,339.007,mV,VoutLevels.Extended.401
1622163,331.790,mV,339.850,mV,VoutLevels.Extended.402
1622164,332.613,mV,340.693,mV,VoutLevels.Extended.403
1622165,333.437,mV,341.537,mV,VoutLevels.Extended.404
1622166,334.260,mV,342.380,mV,VoutLevels.Extended.405
1622167,335.083,mV,343.223,mV,VoutLevels.Extended.406
1622168,335.906,mV,344.066,mV,VoutLevels.Extended.407
1622169,336.730,mV,344.910,mV,VoutLevels.Extended.408
1622170,337.553,mV,345.753,mV,VoutLevels.Extended.409
1622171,338.376,mV,346.596,mV,VoutLevels.Extended.410
1622172,339.200,mV,347.440,mV,VoutLevels.Extended.411
1622173,340.023,mV,348.283,mV,VoutLevels.Extended.412
1622174,340.846,mV,349.126,mV,VoutLevels.Extended.413
1622175,341.670,mV,349.970,mV,VoutLevels.Extended.414
1622176,342.493,mV,350.813,mV,VoutLevels.Extended.415
1622177,343.316,mV,351.656,mV,VoutLevels.Extended.416
1622178,344.139,mV,352.499,mV,VoutLevels.Extended.417
1622179,344.963,mV,353.343,mV,VoutLevels.Extended.418
1622180,345.786,mV,354.186,mV,VoutLevels.Extended.419
1622181,346.609,mV,355.029,mV,VoutLevels.Extended.420
1622182,347.433,mV,355.873,mV,VoutLevels.Extended.421
1622183,348.256,mV,356.716,mV,VoutLevels.Extended.422
1622184,349.079,mV,357.559,mV,VoutLevels.Extended.423
1622185,349.903,mV,358.402,mV,VoutLevels.Extended.424
1622186,350.726,mV,359.246,mV,VoutLevels.Extended.425
1622187,351.549,mV,360.089,mV,VoutLevels.Extended.426
1622188,352.372,mV,360.932,mV,VoutLevels.Extended.427
1622189,353.196,mV,361.776,mV,VoutLevels.Extended.428
1622190,354.019,mV,362.619,mV,VoutLevels.Extended.429
1622191,354.842,mV,363.462,mV,VoutLevels.Extended.430
1622192,355.666,mV,364.306,mV,VoutLevels.Extended.431
1622193,356.489,mV,365.149,mV,VoutLevels.Extended.432
1622194,357.312,mV,365.992,mV,VoutLevels.Extended.433
1622195,358.136,mV,366.836,mV,VoutLevels.Extended.434
1622196,358.959,mV,367.679,mV,VoutLevels.Extended.435
1622197,359.782,mV,368.522,mV,VoutLevels.Extended.436
1622198,360.605,mV,369.365,mV,VoutLevels.Extended.437
1622199,361.429,mV,370.209,mV,VoutLevels.Extended.438
1622200,362.252,mV,371.052,mV,VoutLevels.Extended.439
1622201,363.075,mV,371.895,mV,VoutLevels.Extended.440
1622202,363.899,mV,372.739,mV,VoutLevels.Extended.441
1622203,364.722,mV,373.582,mV,VoutLevels.Extended.442
1622204,365.545,mV,374.425,mV,VoutLevels.Extended.443
1622205,366.369,mV,375.269,mV,VoutLevels.Extended.444
1622206,367.192,mV,376.112,mV,VoutLevels.Extended.445
1622207,368.015,mV,376.955,mV,VoutLevels.Extended.446
1622208,368.838,mV,377.798,mV,VoutLevels.Extended.447
1622209,369.662,mV,378.642,mV,VoutLevels.Extended.448
1622210,370.485,mV,379.485,mV,VoutLevels.Extended.449
1622211,371.308,mV,380.328,mV,VoutLevels.Extended.450
1622212,372.132,mV,381.172,mV,VoutLevels.Extended.451
1622213,372.955,mV,382.015,mV,VoutLevels.Extended.452
1622214,373.778,mV,382.858,mV,VoutLevels.Extended.453
1622215,374.602,mV,383.702,mV,VoutLevels.Extended.454
1622216,375.425,mV,384.545,mV,VoutLevels.Extended.455
1622217,376.248,mV,385.388,mV,VoutLevels.Extended.456
1622218,377.071,mV,386.231,mV,VoutLevels.Extended.457
1622219,377.895,mV,387.075,mV,VoutLevels.Extended.458
1622220,378.718,mV,387.918,mV,VoutLevels.Extended.459
1622221,379.541,mV,388.761,mV,VoutLevels.Extended.460
1622222,380.365,mV,389.605,mV,VoutLevels.Extended.461
1622223,381.188,mV,390.448,mV,VoutLevels.Extended.462
1622224,382.011,mV,391.291,mV,VoutLevels.Extended.463
1622225,382.835,mV,392.135,mV,VoutLevels.Extended.464
1622226,383.658,mV,392.978,mV,VoutLevels.Extended.465
1622227,384.481,mV,393.821,mV,VoutLevels.Extended.466
1622228,385.304,mV,394.664,mV,VoutLevels.Extended.467
1622229,386.128,mV,395.508,mV,VoutLevels.Extended.468
1622230,386.951,mV,396.351,mV,VoutLevels.Extended.469
1622231,387.774,mV,397.194,mV,VoutLevels.Extended.470
1622232,388.598,mV,398.038,mV,VoutLevels.Extended.471
1622233,389.421,mV,398.881,mV,VoutLevels.Extended.472
1622234,390.244,mV,399.724,mV,VoutLevels.Extended.473
1622235,391.068,mV,400.568,mV,VoutLevels.Extended.474
1622236,391.891,mV,401.411,mV,VoutLevels.Extended.475
1622237,392.714,mV,402.254,mV,VoutLevels.Extended.476
1622238,393.537,mV,403.097,mV,VoutLevels.Extended.477
1622239,394.361,mV,403.941,mV,VoutLevels.Extended.478
1622240,395.184,mV,404.784,mV,VoutLevels.Extended.479
1622241,396.007,mV,405.627,mV,VoutLevels.Extended.480
1622242,396.831,mV,406.471,mV,VoutLevels.Extended.481
1622243,397.654,mV,407.314,mV,VoutLevels.Extended.482
1622244,398.477,mV,408.157,mV,VoutLevels.Extended.483
1622245,399.301,mV,409.001,mV,VoutLevels.Extended.484
1622246,400.124,mV,409.844,mV,VoutLevels.Extended.485
1622247,400.947,mV,410.687,mV,VoutLevels.Extended.486
1622248,401.770,mV,411.530,mV,VoutLevels.Extended.487
1622249,402.594,mV,412.374,mV,VoutLevels.Extended.488
1622250,403.417,mV,413.217,mV,VoutLevels.Extended.489
1622251,404.240,mV,414.060,mV,VoutLevels.Extended.490
1622252,405.064,mV,414.904,mV,VoutLevels.Extended.491
1622253,405.887,mV,415.747,mV,VoutLevels.Extended.492
1622254,406.710,mV,416.590,mV,VoutLevels.Extended.493
1622255,407.534,mV,417.434,mV,VoutLevels.Extended.494
1622256,408.357,mV,418.277,mV,VoutLevels.Extended.495
1622257,409.180,mV,419.120,mV,VoutLevels.Extended.496
1622258,410.003,mV,419.963,mV,VoutLevels.Extended.497
1622259,410.827,mV,420.807,mV,VoutLevels.Extended.498
1622260,411.650,mV,421.650,mV,VoutLevels.Extended.499
1622261,412.473,mV,422.493,mV,VoutLevels.Extended.500
1622262,413.297,mV,423.337,mV,VoutLevels.Extended.501
1622263,414.120,mV,424.180,mV,VoutLevels.Extended.502
1622264,414.943,mV,425.023,mV,VoutLevels.Extended.503
1622265,415.767,mV,425.866,mV,VoutLevels.Extended.504
1622266,416.590,mV,426.710,mV,VoutLevels.Extended.505
1622267,417.413,mV,427.553,mV,VoutLevels.Extended.506
1622268,418.236,mV,428.396,mV,VoutLevels.Extended.507
1622269,419.060,mV,429.240,mV,VoutLevels.Extended.508
1622270,419.883,mV,430.083,mV,VoutLevels.Extended.509
1622271,420.706,mV,430.926,mV,VoutLevels.Extended.510
1622272,421.530,mV,431.770,mV,VoutLevels.Extended.511
1622273,422.353,mV,432.613,mV,VoutLevels.Extended.512
1622274,423.176,mV,433.456,mV,VoutLevels.Extended.513
1622275,424,mV,434.300,mV,VoutLevels.Extended.514
1622276,424.823,mV,435.143,mV,VoutLevels.Extended.515
1622277,425.646,mV,435.986,mV,VoutLevels.Extended.516
1622278,426.469,mV,436.829,mV,VoutLevels.Extended.517
1622279,427.293,mV,437.673,mV,VoutLevels.Extended.518
1622280,428.116,mV,438.516,mV,VoutLevels.Extended.519
1622281,428.939,mV,439.359,mV,VoutLevels.Extended.520
1622282,429.763,mV,440.203,mV,VoutLevels.Extended.521
1622283,430.586,mV,441.046,mV,VoutLevels.Extended.522
1622284,431.409,mV,441.889,mV,VoutLevels.Extended.523
1622285,432.233,mV,442.733,mV,VoutLevels.Extended.524
1622286,433.056,mV,443.576,mV,VoutLevels.Extended.525
1622287,433.879,mV,444.419,mV,VoutLevels.Extended.526
1622288,434.702,mV,445.262,mV,VoutLevels.Extended.527
1622289,435.526,mV,446.106,mV,VoutLevels.Extended.528
1622290,436.349,mV,446.949,mV,VoutLevels.Extended.529
1622291,437.172,mV,447.792,mV,VoutLevels.Extended.530
1622292,437.996,mV,448.636,mV,VoutLevels.Extended.531
1622293,438.819,mV,449.479,mV,VoutLevels.Extended.532
1622294,439.642,mV,450.322,mV,VoutLevels.Extended.533
1622295,440.466,mV,451.166,mV,VoutLevels.Extended.534
1622296,441.289,mV,452.009,mV,VoutLevels.Extended.535
1622297,442.112,mV,452.852,mV,VoutLevels.Extended.536
1622298,442.935,mV,453.695,mV,VoutLevels.Extended.537
1622299,443.759,mV,454.539,mV,VoutLevels.Extended.538
1622300,444.582,mV,455.382,mV,VoutLevels.Extended.539
1622301,445.405,mV,456.225,mV,VoutLevels.Extended.540
1622302,446.229,mV,457.069,mV,VoutLevels.Extended.541
1622303,447.052,mV,457.912,mV,VoutLevels.Extended.542
1622304,447.875,mV,458.755,mV,VoutLevels.Extended.543
1622305,448.699,mV,459.599,mV,VoutLevels.Extended.544
1622306,449.522,mV,460.442,mV,VoutLevels.Extended.545
1622307,450.345,mV,461.285,mV,VoutLevels.Extended.546
1622308,451.168,mV,462.128,mV,VoutLevels.Extended.547
1622309,451.992,mV,462.972,mV,VoutLevels.Extended.548
1622310,452.815,mV,463.815,mV,VoutLevels.Extended.549
1622311,453.638,mV,464.658,mV,VoutLevels.Extended.550
1622312,454.462,mV,465.502,mV,VoutLevels.Extended.551
1622313,455.285,mV,466.345,mV,VoutLevels.Extended.552
1622314,456.108,mV,467.188,mV,VoutLevels.Extended.553
1622315,456.932,mV,468.031,mV,VoutLevels.Extended.554
1622316,457.755,mV,468.875,mV,VoutLevels.Extended.555
1622317,458.578,mV,469.718,mV,VoutLevels.Extended.556
1622318,459.401,mV,470.561,mV,VoutLevels.Extended.557
1622319,460.225,mV,471.405,mV,VoutLevels.Extended.558
1622320,461.048,mV,472.248,mV,VoutLevels.Extended.559
1622321,461.871,mV,473.091,mV,VoutLevels.Extended.560
1622322,462.695,mV,473.935,mV,VoutLevels.Extended.561
1622323,463.518,mV,474.778,mV,VoutLevels.Extended.562
1622324,464.341,mV,475.621,mV,VoutLevels.Extended.563
1622325,465.165,mV,476.464,mV,VoutLevels.Extended.564
1622326,465.988,mV,477.308,mV,VoutLevels.Extended.565
1622327,466.811,mV,478.151,mV,VoutLevels.Extended.566
1622328,467.634,mV,478.994,mV,VoutLevels.Extended.567
1622329,468.458,mV,479.838,mV,VoutLevels.Extended.568
1622330,469.281,mV,480.681,mV,VoutLevels.Extended.569
1622331,470.104,mV,481.524,mV,VoutLevels.Extended.570
1622332,470.928,mV,482.368,mV,VoutLevels.Extended.571
1622333,471.751,mV,483.211,mV,VoutLevels.Extended.572
1622334,472.574,mV,484.054,mV,VoutLevels.Extended.573
1622335,473.398,mV,484.898,mV,VoutLevels.Extended.574
1622336,474.221,mV,485.741,mV,VoutLevels.Extended.575
1622337,475.044,mV,486.584,mV,VoutLevels.Extended.576
1622338,475.867,mV,487.427,mV,VoutLevels.Extended.577
1622339,476.691,mV,488.271,mV,VoutLevels.Extended.578
1622340,477.514,mV,489.114,mV,VoutLevels.Extended.579
1622341,478.337,mV,489.957,mV,VoutLevels.Extended.580
1622342,479.161,mV,490.801,mV,VoutLevels.Extended.581
1622343,479.984,mV,491.644,mV,VoutLevels.Extended.582
1622344,480.807,mV,492.487,mV,VoutLevels.Extended.583
1622345,481.631,mV,493.331,mV,VoutLevels.Extended.584
1622346,482.454,mV,494.174,mV,VoutLevels.Extended.585
1622347,483.277,mV,495.017,mV,VoutLevels.Extended.586
1622348,484.100,mV,495.860,mV,VoutLevels.Extended.587
1622349,484.924,mV,496.704,mV,VoutLevels.Extended.588
1622350,485.747,mV,497.547,mV,VoutLevels.Extended.589
1622351,486.570,mV,498.390,mV,VoutLevels.Extended.590
1622352,487.394,mV,499.234,mV,VoutLevels.Extended.591
1622353,488.217,mV,500.077,mV,VoutLevels.Extended.592
1622354,489.040,mV,500.920,mV,VoutLevels.Extended.593
1622355,489.864,mV,501.764,mV,VoutLevels.Extended.594
1622356,490.687,mV,502.607,mV,VoutLevels.Extended.595
1622357,491.510,mV,503.450,mV,VoutLevels.Extended.596
1622358,492.333,mV,504.293,mV,VoutLevels.Extended.597
1622359,493.157,mV,505.137,mV,VoutLevels.Extended.598
1622360,493.980,mV,505.980,mV,VoutLevels.Extended.599
1622361,494.803,mV,506.823,mV,VoutLevels.Extended.600
1622362,495.627,mV,507.667,mV,VoutLevels.Extended.601
1622363,496.450,mV,508.510,mV,VoutLevels.Extended.602
1622364,497.273,mV,509.353,mV,VoutLevels.Extended.603
1622365,498.097,mV,510.197,mV,VoutLevels.Extended.604
1622366,498.920,mV,511.040,mV,VoutLevels.Extended.605
1622367,499.743,mV,511.883,mV,VoutLevels.Extended.606
1622368,500.566,mV,512.726,mV,VoutLevels.Extended.607
1622369,501.390,mV,513.570,mV,VoutLevels.Extended.608
1622370,502.213,mV,514.413,mV,VoutLevels.Extended.609
1622371,503.036,mV,515.256,mV,VoutLevels.Extended.610
1622372,503.860,mV,516.100,mV,VoutLevels.Extended.611
1622373,504.683,mV,516.943,mV,VoutLevels.Extended.612
1622374,505.506,mV,517.786,mV,VoutLevels.Extended.613
1622375,506.330,mV,518.629,mV,VoutLevels.Extended.614
1622376,507.153,mV,519.473,mV,VoutLevels.Extended.615
1622377,507.976,mV,520.316,mV,VoutLevels.Extended.616
1622378,508.799,mV,521.159,mV,VoutLevels.Extended.617
1622379,509.623,mV,522.003,mV,VoutLevels.Extended.618
1622380,510.446,mV,522.846,mV,VoutLevels.Extended.619
1622381,511.269,mV,523.689,mV,VoutLevels.Extended.620
1622382,512.093,mV,524.533,mV,VoutLevels.Extended.621
1622383,512.916,mV,525.376,mV,VoutLevels.Extended.622
1622384,513.739,mV,526.219,mV,VoutLevels.Extended.623
1622385,514.562,mV,527.062,mV,VoutLevels.Extended.624
1622386,515.386,mV,527.906,mV,VoutLevels.Extended.625
1622387,516.209,mV,528.749,mV,VoutLevels.Extended.626
1622388,517.032,mV,529.592,mV,VoutLevels.Extended.627
1622389,517.856,mV,530.436,mV,VoutLevels.Extended.628
1622390,518.679,mV,531.279,mV,VoutLevels.Extended.629
1622391,519.502,mV,532.122,mV,VoutLevels.Extended.630
1622392,520.326,mV,532.966,mV,VoutLevels.Extended.631
1622393,521.149,mV,533.809,mV,VoutLevels.Extended.632
1622394,521.972,mV,534.652,mV,VoutLevels.Extended.633
1622395,522.796,mV,535.496,mV,VoutLevels.Extended.634
1622396,523.619,mV,536.339,mV,VoutLevels.Extended.635
1622397,524.442,mV,537.182,mV,VoutLevels.Extended.636
1622398,525.265,mV,538.025,mV,VoutLevels.Extended.637
1622399,526.089,mV,538.869,mV,VoutLevels.Extended.638
1622400,526.912,mV,539.712,mV,VoutLevels.Extended.639
1622401,527.735,mV,540.555,mV,VoutLevels.Extended.640
1622402,528.559,mV,541.399,mV,VoutLevels.Extended.641
1622403,529.382,mV,542.242,mV,VoutLevels.Extended.642
1622404,530.205,mV,543.085,mV,VoutLevels.Extended.643
1622405,531.029,mV,543.929,mV,VoutLevels.Extended.644
1622406,531.852,mV,544.772,mV,VoutLevels.Extended.645
1622407,532.675,mV,545.615,mV,VoutLevels.Extended.646
1622408,533.498,mV,546.458,mV,VoutLevels.Extended.647
1622409,534.322,mV,547.302,mV,VoutLevels.Extended.648
1622410,535.145,mV,548.145,mV,VoutLevels.Extended.649
1622411,535.968,mV,548.988,mV,VoutLevels.Extended.650
1622412,536.792,mV,549.832,mV,VoutLevels.Extended.651
1622413,537.615,mV,550.675,mV,VoutLevels.Extended.652
1622414,538.438,mV,551.518,mV,VoutLevels.Extended.653
1622415,539.262,mV,552.361,mV,VoutLevels.Extended.654
1622416,540.085,mV,553.205,mV,VoutLevels.Extended.655
1622417,540.908,mV,554.048,mV,VoutLevels.Extended.656
1622418,541.731,mV,554.891,mV,VoutLevels.Extended.657
1622419,542.555,mV,555.735,mV,VoutLevels.Extended.658
1622420,543.378,mV,556.578,mV,VoutLevels.Extended.659
1622421,544.201,mV,557.421,mV,VoutLevels.Extended.660
1205040,138,V/us,162,V/us,T205.IRAMP_post
1207040,42.900,%,56.750,%,T208.DEM_RAMP_post
